,,,,,,,,,,
,,,,,,,,,,
,,Year,City,Industry,Qtr 1 Wages,Qtr 2 Wages,Qtr 3 Wages,Qtr 4 Wages,Total Annual Wages,Confidential
,,2014,Coachella,Not Elsewhere Classified,*****,*****,*****,*****,*****,YES
,,2014,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,2740911,*****,YES
,,2014,Desert Hot Spr,Construction,1742082,1845310,2088682,84648,8090228,
,,2014,Desert Hot Spr,Manufacturing,72054,45939,28678,241499,191302,
,,2014,Desert Hot Spr,Wholesale Trade,118966,194459,125410,3566373,628252,
,,2014,Desert Hot Spr,Retail Trade,3066846,2990117,3110931,222138,12292357,
,,2014,Desert Hot Spr,Transportation and Warehousing,218080,215044,217255,*****,865568,
,,2014,Desert Hot Spr,Information,*****,*****,*****,526244,*****,YES
,,2014,Desert Hot Spr,Finance and Insurance,*****,*****,*****,658570,*****,YES
,,2014,Desert Hot Spr,Real Estate and Rental and Leasing,398274,405049,431334,479388,1853193,
,,2014,Desert Hot Spr,"Professional, Scientific, and Technical Services",265696,261626,217171,823137,1110756,
,,2014,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,495148,546803,570952,*****,2209327,
,,2014,Desert Hot Spr,Educational Services,*****,*****,*****,4474771,*****,YES
,,2014,Desert Hot Spr,Health Care and Social Assistance,3557411,3752051,3867908,768353,15268335,
,,2014,Desert Hot Spr,"Arts, Entertainment, and Recreation",620860,639182,616241,3725584,2581034,
,,2014,Desert Hot Spr,Accommodation and Food Services,3539152,3526953,3248549,357151,13824240,
,,2014,Desert Hot Spr,Other Services (except Public Administration),426416,356364,376359,*****,1450297,
,,2014,Desert Hot Spr,Federal Government,*****,*****,*****,8447344,*****,YES
,,2014,Desert Hot Spr,Local Government,11675381,10406036,7424360,229718,37046010,
,,2014,Desert Hot Spr,Not Elsewhere Classified,81702,97392,117277,90902,581198,
,,2014,Indian Wells,Construction,118677,115334,151376,*****,572490,
,,2014,Indian Wells,Wholesale Trade,*****,*****,*****,*****,*****,YES
,,2014,Indian Wells,Retail Trade,474400,524655,419016,412476,1911862,
,,2014,Indian Wells,Information,*****,*****,*****,*****,*****,YES
,,2014,Indian Wells,Finance and Insurance,7505564,6362197,6296624,6338949,26626486,
,,2014,Indian Wells,Real Estate and Rental and Leasing,749306,686807,655856,748211,2737970,
,,2014,Indian Wells,"Professional, Scientific, and Technical Services",2226195,2495329,2089748,2402271,9399818,
,,2014,Indian Wells,Administrative and Support and Waste Management and Remediation Services,1511758,1426960,1751699,1993567,6463222,
,,2014,Indian Wells,Health Care and Social Assistance,1786960,1784582,1970802,2375887,7698886,
,,2014,Indian Wells,"Arts, Entertainment, and Recreation",11057595,9137606,6018271,8284394,36041824,
,,2014,Indian Wells,Accommodation and Food Services,10938325,11774801,8276812,10686253,40855203,
,,2014,Indian Wells,Other Services (except Public Administration),1201689,1131523,1133708,1368664,4617939,
,,2014,Indian Wells,Local Government,*****,*****,*****,*****,*****,YES
,,2014,Indian Wells,Not Elsewhere Classified,124263,28255,44581,121329,394422,
,,2014,Indio,"Agriculture, Forestry, Fishing and Hunting",2794644,4353175,4162198,4203788,15365518,
,,2014,Indio,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,317382,*****,YES
,,2014,Indio,Utilities,*****,*****,*****,*****,*****,YES
,,2014,Indio,Construction,20803865,24201155,26999294,31454595,99910252,
,,2014,Indio,Manufacturing,3780518,4050215,3577082,4356295,14909557,
,,2014,Indio,Wholesale Trade,4014534,4360199,4674805,5414050,18963598,
,,2014,Indio,Retail Trade,21875852,21948601,22115537,27777664,91624452,
,,2014,Indio,Transportation and Warehousing,785183,1166110,1233769,1205792,4468013,
,,2014,Indio,Information,3088194,2845998,2816726,5910127,11699587,
,,2014,Indio,Finance and Insurance,2137674,1991672,1969658,2418082,8953307,
,,2014,Indio,Real Estate and Rental and Leasing,5513869,4740065,5050205,5088580,20301707,
,,2014,Indio,"Professional, Scientific, and Technical Services",4231863,4389262,3655454,5110513,16733785,
,,2014,Indio,Management of Companies and Enterprises,231146,193427,229321,190313,845351,
,,2014,Indio,Administrative and Support and Waste Management and Remediation Services,8574182,8365182,8750774,11270263,35691768,
,,2014,Indio,Educational Services,875309,930218,912513,1036833,3784118,
,,2014,Indio,Health Care and Social Assistance,13220155,13677423,14274153,18287245,57688658,
,,2014,Indio,"Arts, Entertainment, and Recreation",4537181,3817370,2936156,4201038,14962537,
,,2014,Indio,Accommodation and Food Services,8279147,8143797,7440240,9674316,32125694,
,,2014,Indio,Other Services (except Public Administration),4488792,4448802,3969499,5204684,17270925,
,,2014,Indio,Federal Government,*****,*****,*****,*****,*****,YES
,,2014,Indio,State Government,*****,*****,*****,1295025,*****,YES
,,2014,Indio,Local Government,42509167,38612799,27351548,36501315,142770313,
,,2014,Indio,Not Elsewhere Classified,251238,196791,203252,864220,1622956,
,,2014,La Quinta,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,YES
,,2014,La Quinta,Construction,3529941,3970592,4179613,4876608,17142707,
,,2014,La Quinta,Manufacturing,503878,600448,374675,475547,2051637,
,,2014,La Quinta,Wholesale Trade,736426,762735,752368,1310866,3328045,
,,2014,La Quinta,Retail Trade,18786226,18283854,16832120,20375562,73813548,
,,2014,La Quinta,Transportation and Warehousing,641826,576420,166043,235521,1706972,
,,2014,La Quinta,Information,767159,675570,720542,996900,2910749,
,,2014,La Quinta,Finance and Insurance,5440319,2075388,2196602,2320524,11850328,
,,2014,La Quinta,Real Estate and Rental and Leasing,1816276,1766513,1685684,2434813,7681377,
,,2014,La Quinta,"Professional, Scientific, and Technical Services",4963030,5164863,4453041,4830031,19753489,
,,2014,La Quinta,Management of Companies and Enterprises,*****,*****,*****,4482386,*****,YES
,,2014,La Quinta,Administrative and Support and Waste Management and Remediation Services,8914955,3671106,3235855,436602,19760193,
,,2014,La Quinta,Educational Services,453246,432215,447929,6975419,1824729,
,,2014,La Quinta,Health Care and Social Assistance,5024833,5352904,5396474,7907519,21735433,
,,2014,La Quinta,"Arts, Entertainment, and Recreation",7961665,6900899,5401116,22308612,27966260,
,,2014,La Quinta,Accommodation and Food Services,22624519,21229109,17052375,1855654,82040605,
,,2014,La Quinta,Other Services (except Public Administration),1772027,1729840,1740633,*****,7172579,
,,2014,La Quinta,Federal Government,*****,*****,*****,23103446,*****,YES
,,2014,La Quinta,Local Government,24452898,23238737,14596054,424663,82737524,
,,2014,La Quinta,Not Elsewhere Classified,244479,137585,179714,*****,1382831,
,,2014,Palm Desert,Utilities,*****,*****,*****,*****,*****,YES
,,2014,Palm Desert,Construction,14306262,14181918,14704362,21427110,61038320,
,,2014,Palm Desert,Manufacturing,2363295,2480768,2176739,3228159,9551879,
,,2014,Palm Desert,Wholesale Trade,6281565,6189148,5066058,7568887,23678718,
,,2014,Palm Desert,Retail Trade,42425422,43474770,40304572,53430173,176551112,
,,2014,Palm Desert,Transportation and Warehousing,2527539,2700599,2192374,1952170,9769986,
,,2014,Palm Desert,Information,8492697,8795888,6701370,6267048,31096975,
,,2014,Palm Desert,Finance and Insurance,14996707,13561738,12734297,15721578,55645890,
,,2014,Palm Desert,Real Estate and Rental and Leasing,8360328,8289222,8860865,9593125,34248124,
,,2014,Palm Desert,"Professional, Scientific, and Technical Services",14536110,15464332,14003902,19620412,62863227,
,,2014,Palm Desert,Management of Companies and Enterprises,*****,*****,*****,2878741,*****,YES
,,2014,Palm Desert,Administrative and Support and Waste Management and Remediation Services,18261867,18185984,17430681,20100980,73072396,
,,2014,Palm Desert,Educational Services,2575776,2765587,2465630,3002435,10619526,
,,2014,Palm Desert,Health Care and Social Assistance,67449831,74505600,25412483,32745127,196578710,
,,2014,Palm Desert,"Arts, Entertainment, and Recreation",16299733,15242182,11691830,18763273,59678400,
,,2014,Palm Desert,Accommodation and Food Services,35820961,34161430,29210056,37687830,132557829,
,,2014,Palm Desert,Other Services (except Public Administration),15239145,14543125,14007341,14330498,58701070,
,,2014,Palm Desert,Federal Government,*****,*****,*****,*****,*****,YES
,,2014,Palm Desert,Local Government,23650598,21627397,13697731,*****,77719534,
,,2014,Palm Desert,Not Elsewhere Classified,540238,487667,646806,20653007,3512488,
,,2014,Palm Springs,Utilities,*****,*****,*****,2855033,*****,YES
,,2014,Palm Springs,Construction,10560107,10924783,11190550,*****,44024183,
,,2014,Palm Springs,Manufacturing,6920073,5272774,7893328,12436265,26157775,
,,2014,Palm Springs,Wholesale Trade,2649079,2424861,2472686,5961692,10477960,
,,2014,Palm Springs,Retail Trade,17425612,17421862,15793595,3406042,68846501,
,,2014,Palm Springs,Transportation and Warehousing,10113157,9643811,8790280,23349666,39113724,
,,2014,Palm Springs,Information,5042723,4866472,5201182,11577590,21249908,
,,2014,Palm Springs,Finance and Insurance,5918309,5381242,5402595,5343251,22046275,
,,2014,Palm Springs,Real Estate and Rental and Leasing,4904283,4870194,4493346,5249785,19731185,
,,2014,Palm Springs,"Professional, Scientific, and Technical Services",8100030,9206960,8310782,6392435,36932813,
,,2014,Palm Springs,Management of Companies and Enterprises,*****,*****,*****,11943460,*****,YES
,,2014,Palm Springs,Administrative and Support and Waste Management and Remediation Services,7471312,8167181,7582389,534964,31284898,
,,2014,Palm Springs,Educational Services,738880,775791,679275,10619970,2906064,
,,2014,Palm Springs,Health Care and Social Assistance,75562989,79510794,117745882,1173061,357659991,
,,2014,Palm Springs,"Arts, Entertainment, and Recreation",4795832,4599783,3685930,95770103,20529444,
,,2014,Palm Springs,Accommodation and Food Services,32795616,33820338,27886660,4236734,126270218,
,,2014,Palm Springs,Other Services (except Public Administration),4983891,5236450,4793653,33854164,20357492,
,,2014,Palm Springs,Federal Government,2492992,2526747,2795942,5451330,10205127,
,,2014,Palm Springs,State Government,*****,*****,*****,2563955,*****,YES
,,2014,Palm Springs,Local Government,39291414,37631329,32334471,*****,143100384,
,,2014,Palm Springs,Not Elsewhere Classified,492390,272923,482563,36102692,2605518,
,,2014,Rancho Mirage,Construction,1422467,1653332,1398418,957153,6087391,
,,2014,Rancho Mirage,Manufacturing,317614,192190,123196,1656574,762941,
,,2014,Rancho Mirage,Wholesale Trade,1604094,1670899,1619050,117420,6733543,
,,2014,Rancho Mirage,Retail Trade,8591267,8252004,7753526,1320179,33530625,
,,2014,Rancho Mirage,Transportation and Warehousing,207613,168341,189925,9538353,789635,
,,2014,Rancho Mirage,Information,1194474,1065382,1117789,188020,4362626,
,,2014,Rancho Mirage,Finance and Insurance,3125225,3067190,2473814,966495,10924082,
,,2014,Rancho Mirage,Real Estate and Rental and Leasing,2514346,2436947,2243774,2537334,9274148,
,,2014,Rancho Mirage,"Professional, Scientific, and Technical Services",7807193,6819450,7179959,2463514,31458838,
,,2014,Rancho Mirage,Management of Companies and Enterprises,*****,*****,*****,8051392,*****,YES
,,2014,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,3435674,3388039,3427812,*****,13977479,
,,2014,Rancho Mirage,Educational Services,1148878,1274595,1208743,3063584,4913586,
,,2014,Rancho Mirage,Health Care and Social Assistance,36981080,40718240,43406654,1221227,225626763,
,,2014,Rancho Mirage,"Arts, Entertainment, and Recreation",8976912,8272594,5411737,104124468,30938564,
,,2014,Rancho Mirage,Accommodation and Food Services,15959403,15282963,13889583,8646805,60423054,
,,2014,Rancho Mirage,Other Services (except Public Administration),3133436,2762692,2964578,15913504,12119305,
,,2014,Rancho Mirage,Federal Government,*****,*****,*****,2667742,*****,YES
,,2014,Rancho Mirage,Local Government,*****,*****,*****,*****,*****,YES
,,2014,Rancho Mirage,Not Elsewhere Classified,366787,103813,109417,*****,1160969,
,,2015,Cathedral City,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,YES
,,2015,Cathedral City,Utilities,*****,*****,*****,*****,*****,YES
,,2015,Cathedral City,Construction,6097593,7468324,8095088,9161351,30822356,
,,2015,Cathedral City,Manufacturing,466399,470527,476069,498628,1911623,
,,2015,Cathedral City,Wholesale Trade,813267,828133,912581,921037,3475018,
,,2015,Cathedral City,Retail Trade,23406663,24037415,23912824,25509487,96866389,
,,2015,Cathedral City,Transportation and Warehousing,274025,290338,244369,328098,1136830,
,,2015,Cathedral City,Information,274818,266929,304512,284047,1130306,
,,2015,Cathedral City,Finance and Insurance,3098869,3414628,3397679,5097804,15008980,
,,2015,Cathedral City,Real Estate and Rental and Leasing,1660160,1665451,1635662,1861987,6823260,
,,2015,Cathedral City,"Professional, Scientific, and Technical Services",819650,899947,973562,1380813,4073972,
,,2015,Cathedral City,Management of Companies and Enterprises,*****,*****,*****,*****,*****,YES
,,2015,Cathedral City,Administrative and Support and Waste Management and Remediation Services,5310757,5379771,5695871,6018033,22404432,
,,2015,Cathedral City,Educational Services,*****,*****,*****,*****,*****,YES
,,2015,Cathedral City,Health Care and Social Assistance,3810948,3989782,4059144,4208745,16068619,
,,2015,Cathedral City,"Arts, Entertainment, and Recreation",648507,595116,684833,822351,2750807,
,,2015,Cathedral City,Accommodation and Food Services,5581010,6081852,5420847,6313127,23396836,
,,2015,Cathedral City,Other Services (except Public Administration),5536854,5666485,4929074,5971804,22104217,
,,2015,Cathedral City,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Cathedral City,Local Government,17177118,15502194,14933269,13859293,61471874,
,,2015,Cathedral City,Not Elsewhere Classified,241733,253866,288041,330664,1114304,
,,2015,Coachella,"Agriculture, Forestry, Fishing and Hunting",11243745,13539980,13081235,16353476,54218436,
,,2015,Coachella,Construction,3503975,3277024,3832317,5083142,15696458,
,,2015,Coachella,Manufacturing,7898736,8034165,9026229,9509036,34468166,
,,2015,Coachella,Wholesale Trade,3346167,3393968,12753124,4800480,24293739,
,,2015,Coachella,Retail Trade,7139407,7323213,7970975,8057399,30490994,
,,2015,Coachella,Transportation and Warehousing,487950,615708,639115,548758,2291531,
,,2015,Coachella,Information,*****,*****,*****,*****,*****,YES
,,2015,Coachella,Finance and Insurance,626045,562996,603234,586441,2378716,
,,2015,Coachella,Real Estate and Rental and Leasing,617847,578122,573762,646414,2416145,
,,2015,Coachella,"Professional, Scientific, and Technical Services",262406,230754,203078,221320,917558,
,,2015,Coachella,Management of Companies and Enterprises,*****,*****,*****,*****,*****,YES
,,2015,Coachella,Administrative and Support and Waste Management and Remediation Services,630532,823328,661435,659160,2774455,
,,2015,Coachella,Educational Services,39249,41795,24531,16180,121755,
,,2015,Coachella,Health Care and Social Assistance,1667748,1699364,1874831,1686449,6928392,
,,2015,Coachella,"Arts, Entertainment, and Recreation",*****,*****,*****,*****,*****,YES
,,2015,Coachella,Accommodation and Food Services,2081432,2263873,2178334,2139864,8663503,
,,2015,Coachella,Other Services (except Public Administration),489855,568301,492995,574713,2125864,
,,2015,Coachella,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Coachella,Local Government,31716292,30461187,25398618,30667483,118243580,
,,2015,Coachella,Not Elsewhere Classified,175929,115924,195574,135513,622940,
,,2015,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,YES
,,2015,Desert Hot Spr,Construction,2041901,2402433,2571170,2737661,9753165,
,,2015,Desert Hot Spr,Manufacturing,145947,101836,70651,84648,403082,
,,2015,Desert Hot Spr,Wholesale Trade,171389,223028,218751,241499,854667,
,,2015,Desert Hot Spr,Retail Trade,3182914,3090842,3349200,3566373,13189329,
,,2015,Desert Hot Spr,Transportation and Warehousing,203923,202839,217850,222138,846750,
,,2015,Desert Hot Spr,Information,*****,*****,*****,*****,*****,YES
,,2015,Desert Hot Spr,Finance and Insurance,*****,*****,*****,*****,*****,YES
,,2015,Desert Hot Spr,Real Estate and Rental and Leasing,487136,502701,478491,658570,2126898,
,,2015,Desert Hot Spr,"Professional, Scientific, and Technical Services",339729,309947,260845,477744,1388265,
,,2015,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,619797,656867,680395,823137,2780196,
,,2015,Desert Hot Spr,Educational Services,*****,*****,*****,*****,*****,YES
,,2015,Desert Hot Spr,Health Care and Social Assistance,4117263,4221881,4313113,4474771,17127028,
,,2015,Desert Hot Spr,"Arts, Entertainment, and Recreation",633398,604235,601675,768353,2607661,
,,2015,Desert Hot Spr,Accommodation and Food Services,3702956,3916483,3379217,3725584,14724240,
,,2015,Desert Hot Spr,Other Services (except Public Administration),269592,291157,268551,357151,1186451,
,,2015,Desert Hot Spr,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Desert Hot Spr,Local Government,11650931,9847970,9711370,8447344,39657615,
,,2015,Desert Hot Spr,Not Elsewhere Classified,131762,149511,155824,229718,666815,
,,2015,Indian Wells,Construction,197049,112994,102910,90902,503855,
,,2015,Indian Wells,Manufacturing,*****,*****,*****,*****,*****,YES
,,2015,Indian Wells,Wholesale Trade,*****,*****,*****,*****,*****,YES
,,2015,Indian Wells,Retail Trade,387918,374987,291597,412476,1466978,
,,2015,Indian Wells,Information,*****,*****,*****,*****,*****,YES
,,2015,Indian Wells,Finance and Insurance,7856237,6613868,6100674,6338949,26909728,
,,2015,Indian Wells,Real Estate and Rental and Leasing,619592,644148,697201,748211,2709152,
,,2015,Indian Wells,"Professional, Scientific, and Technical Services",2879417,2349043,2124003,2402271,9754734,
,,2015,Indian Wells,Administrative and Support and Waste Management and Remediation Services,1817993,1871041,1894191,1993567,7576792,
,,2015,Indian Wells,Health Care and Social Assistance,2027531,1930210,1814495,2375887,8148123,
,,2015,Indian Wells,"Arts, Entertainment, and Recreation",9472695,8334986,4832232,8284394,30924307,
,,2015,Indian Wells,Accommodation and Food Services,12314598,11081304,8431565,10686253,42513720,
,,2015,Indian Wells,Other Services (except Public Administration),1173846,1122283,1044721,1368664,4709514,
,,2015,Indian Wells,Local Government,*****,*****,*****,*****,*****,YES
,,2015,Indian Wells,Not Elsewhere Classified,41682,78404,99637,121329,341052,
,,2015,Indio,"Agriculture, Forestry, Fishing and Hunting",3197094,5368271,4952491,4203788,17721644,
,,2015,Indio,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,YES
,,2015,Indio,Utilities,*****,*****,*****,*****,*****,YES
,,2015,Indio,Construction,22715612,24750424,28521982,31856128,107844146,
,,2015,Indio,Manufacturing,3943800,3923037,4193809,4356295,16416941,
,,2015,Indio,Wholesale Trade,4674182,5313526,4983962,5414050,20385720,
,,2015,Indio,Retail Trade,24209459,25099133,23811793,27727928,100848313,
,,2015,Indio,Transportation and Warehousing,1067277,1616779,1256967,1205792,5146815,
,,2015,Indio,Information,5206064,5512111,5141048,5910127,21769350,
,,2015,Indio,Finance and Insurance,2170048,2009647,2160660,2418082,8758437,
,,2015,Indio,Real Estate and Rental and Leasing,5132548,4402416,4672884,5088580,19296428,
,,2015,Indio,"Professional, Scientific, and Technical Services",3823803,4120935,4120865,5104513,17170116,
,,2015,Indio,Management of Companies and Enterprises,155717,137067,151322,190313,634419,
,,2015,Indio,Administrative and Support and Waste Management and Remediation Services,9049690,9148252,9645509,11273674,39117125,
,,2015,Indio,Educational Services,1017718,1029686,845104,1036833,3929341,
,,2015,Indio,Health Care and Social Assistance,14846636,15696070,15736891,18287245,64566842,
,,2015,Indio,"Arts, Entertainment, and Recreation",4344432,3504845,3135072,4201038,15185387,
,,2015,Indio,Accommodation and Food Services,9873911,9561934,8626577,9667836,37730258,
,,2015,Indio,Other Services (except Public Administration),4282452,4615788,4453167,5204684,18556091,
,,2015,Indio,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Indio,State Government,418770,478992,1261864,1295025,3454651,
,,2015,Indio,Local Government,45464162,38945491,29404627,36501315,150315595,
,,2015,Indio,Not Elsewhere Classified,533369,669503,707351,841148,2751371,
,,2015,La Quinta,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,YES
,,2015,La Quinta,Construction,4401615,4559907,4307381,4876608,18145511,
,,2015,La Quinta,Manufacturing,448254,474141,374075,475547,1772017,
,,2015,La Quinta,Wholesale Trade,839493,907767,873219,1310866,3931345,
,,2015,La Quinta,Retail Trade,18794205,18388789,17875324,20372603,75430921,
,,2015,La Quinta,Transportation and Warehousing,236812,225007,185777,235521,883117,
,,2015,La Quinta,Information,840409,717842,758665,996900,3313816,
,,2015,La Quinta,Finance and Insurance,4463385,2488153,2262745,2320524,11534807,
,,2015,La Quinta,Real Estate and Rental and Leasing,2234553,2264883,2057151,2434813,8991400,
,,2015,La Quinta,"Professional, Scientific, and Technical Services",4878760,4293819,4452888,4830031,18455498,
,,2015,La Quinta,Administrative and Support and Waste Management and Remediation Services,5812666,3417274,3522140,3694888,16446968,
,,2015,La Quinta,Educational Services,439250,434884,396443,436602,1707179,
,,2015,La Quinta,Health Care and Social Assistance,5311918,7076579,6469452,6953545,25811494,
,,2015,La Quinta,"Arts, Entertainment, and Recreation",8236741,7236194,5526850,7907519,28907304,
,,2015,La Quinta,Accommodation and Food Services,24501315,22673996,18165315,22905341,88245967,
,,2015,La Quinta,Other Services (except Public Administration),1921268,1860910,1766047,1855654,7403879,
,,2015,La Quinta,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,La Quinta,Local Government,25799521,23506686,16471225,23103446,88880878,
,,2015,La Quinta,Not Elsewhere Classified,312355,465777,325285,412097,1515514,
,,2015,Palm Desert,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,YES
,,2015,Palm Desert,Utilities,*****,*****,*****,*****,*****,YES
,,2015,Palm Desert,Construction,15542678,16383193,18190666,21427110,71543647,
,,2015,Palm Desert,Manufacturing,2551415,2612702,2443512,3228159,10835788,
,,2015,Palm Desert,Wholesale Trade,5603205,6063850,6399322,7568887,25635264,
,,2015,Palm Desert,Retail Trade,43382569,45775934,39203265,50967674,179329442,
,,2015,Palm Desert,Transportation and Warehousing,2370910,2555452,1486663,1952170,8365195,
,,2015,Palm Desert,Information,5095954,5311117,5415924,6267048,22090043,
,,2015,Palm Desert,Finance and Insurance,14736114,13620710,13366182,15721578,57444584,
,,2015,Palm Desert,Real Estate and Rental and Leasing,9267098,8724711,9091968,9593125,36676902,
,,2015,Palm Desert,"Professional, Scientific, and Technical Services",14636651,15491736,14797007,19950234,64875628,
,,2015,Palm Desert,Management of Companies and Enterprises,1373907,1475865,2011299,2878741,7739812,
,,2015,Palm Desert,Administrative and Support and Waste Management and Remediation Services,18695846,20102630,19454793,20888478,79141747,
,,2015,Palm Desert,Educational Services,2593164,2705683,2486895,3002435,10788177,
,,2015,Palm Desert,Health Care and Social Assistance,27834690,30214940,29859675,32745127,120654432,
,,2015,Palm Desert,"Arts, Entertainment, and Recreation",18708041,17170793,13263541,18763273,67905648,
,,2015,Palm Desert,Accommodation and Food Services,38604428,36784638,29612299,37091101,142092466,
,,2015,Palm Desert,Other Services (except Public Administration),14736071,13950040,12900643,14330498,55917252,
,,2015,Palm Desert,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Palm Desert,State Government,*****,*****,*****,*****,*****,YES
,,2015,Palm Desert,Local Government,25913396,21995149,15860298,20653007,84421850,
,,2015,Palm Desert,Not Elsewhere Classified,1212514,1431843,2139109,2881999,7665465,
,,2015,Palm Springs,Utilities,*****,*****,*****,*****,*****,YES
,,2015,Palm Springs,Construction,10760899,10030501,11900515,12436265,45128180,
,,2015,Palm Springs,Manufacturing,13890339,6349906,8688966,5961692,34890903,
,,2015,Palm Springs,Wholesale Trade,3324843,2962812,2804823,3406042,12498520,
,,2015,Palm Springs,Retail Trade,18156197,18416132,17934156,20883977,75390462,
,,2015,Palm Springs,Transportation and Warehousing,10830172,9953499,9698498,11577590,42059759,
,,2015,Palm Springs,Information,5026364,5050081,4706890,5343251,20126586,
,,2015,Palm Springs,Finance and Insurance,5109501,4619122,4653759,5249785,19632167,
,,2015,Palm Springs,Real Estate and Rental and Leasing,5840671,5880663,5086108,6392435,23199877,
,,2015,Palm Springs,"Professional, Scientific, and Technical Services",8963693,9593144,9698884,11943460,40199181,
,,2015,Palm Springs,Management of Companies and Enterprises,447112,506072,519651,534964,2007799,
,,2015,Palm Springs,Administrative and Support and Waste Management and Remediation Services,8797903,9138081,8657535,10300232,36893751,
,,2015,Palm Springs,Educational Services,1013824,1060424,1052939,1173061,4300248,
,,2015,Palm Springs,Health Care and Social Assistance,79999405,87594406,82245243,95754443,345593497,
,,2015,Palm Springs,"Arts, Entertainment, and Recreation",4099639,3845864,3912912,4236734,16095149,
,,2015,Palm Springs,Accommodation and Food Services,34812467,35335589,28788913,33753229,132690198,
,,2015,Palm Springs,Other Services (except Public Administration),5268243,5350051,4961845,5451330,21031469,
,,2015,Palm Springs,Federal Government,2746650,2239899,2769372,2563955,10319876,
,,2015,Palm Springs,State Government,*****,*****,*****,*****,*****,YES
,,2015,Palm Springs,Local Government,37254972,35943326,36334993,36102692,145635983,
,,2015,Palm Springs,Not Elsewhere Classified,683742,836071,844901,961664,3326378,
,,2015,Rancho Mirage,Construction,1386678,1455097,1390603,1656574,5888952,
,,2015,Rancho Mirage,Manufacturing,114507,113887,88695,117420,434509,
,,2015,Rancho Mirage,Wholesale Trade,1653658,1302492,1297921,1320179,5574250,
,,2015,Rancho Mirage,Retail Trade,8722810,8840782,8026110,9488353,35078055,
,,2015,Rancho Mirage,Transportation and Warehousing,154752,148256,156737,188020,647765,
,,2015,Rancho Mirage,Information,983506,895957,918832,966495,3764790,
,,2015,Rancho Mirage,Finance and Insurance,2663655,2327462,2397111,2537334,9925562,
,,2015,Rancho Mirage,Real Estate and Rental and Leasing,2114629,2244819,2131777,2463514,8954739,
,,2015,Rancho Mirage,"Professional, Scientific, and Technical Services",6750428,6360615,6148896,8051392,27311331,
,,2015,Rancho Mirage,Management of Companies and Enterprises,*****,*****,*****,*****,*****,YES
,,2015,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,3545416,2452301,2560593,3063584,11621894,
,,2015,Rancho Mirage,Educational Services,1156569,1215537,1171916,1221227,4765249,
,,2015,Rancho Mirage,Health Care and Social Assistance,86383882,97289095,93567401,104124468,381364846,
,,2015,Rancho Mirage,"Arts, Entertainment, and Recreation",9070966,8130786,5732548,8646805,31581105,
,,2015,Rancho Mirage,Accommodation and Food Services,18064710,15953165,14373030,15913504,64304409,
,,2015,Rancho Mirage,Other Services (except Public Administration),2460305,2781554,2480531,2667742,10390132,
,,2015,Rancho Mirage,Federal Government,*****,*****,*****,*****,*****,YES
,,2015,Rancho Mirage,Local Government,*****,*****,*****,*****,*****,YES
,,2015,Rancho Mirage,Not Elsewhere Classified,719866,351345,269175,449098,1789484,
,,2016,Cathedral City,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2016,Cathedral City,Utilities,*****,*****,*****,*****,*****,/1/
,,2016,Cathedral City,Construction,9402503,9645899,10349689,10705950,40104041,
,,2016,Cathedral City,Manufacturing,356155,403224,353678,432839,1545896,
,,2016,Cathedral City,Wholesale Trade,931542,864461,996895,898492,3691390,
,,2016,Cathedral City,Retail Trade,21892611,21446837,21315795,24757038,89412281,
,,2016,Cathedral City,Transportation and Warehousing,269871,278667,266312,337407,1152257,
,,2016,Cathedral City,Information,*****,*****,*****,*****,*****,/1/
,,2016,Cathedral City,Finance and Insurance,4247594,3991055,4645580,5426741,18310970,
,,2016,Cathedral City,Real Estate and Rental and Leasing,1668785,1681234,1685791,1829824,6865634,
,,2016,Cathedral City,"Professional, Scientific, and Technical Services",885114,1040074,772093,1320411,4017692,
,,2016,Cathedral City,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2016,Cathedral City,Administrative and Support and Waste Management and Remediation Services,6246602,6395189,6667704,6931181,26240676,
,,2016,Cathedral City,Educational Services,*****,*****,*****,*****,*****,/1/
