,,,,,,,,,,
,,,,,,,,,,
,,Year,City,Industry,Qtr 1 Wages,Qtr 2 Wages,Qtr 3 Wages,Qtr 4 Wages,Total Annual Wages,Confidential
,,2008,Indian Wells,Administrative and Support and Waste Management and Remediation Services,1006253,1074379,941858,984808,4007298,
,,2008,Indian Wells,Health Care and Social Assistance,1537492,1708917,1600262,2517148,7363819,
,,2008,Indian Wells,"Arts, Entertainment, and Recreation",10950751,10753284,6870560,10214289,38788884,
,,2008,Indian Wells,Accommodation and Food Services,13660354,11755533,10353725,10006884,45776496,
,,2008,Indian Wells,Other Services (except Public Administration),1132536,1250068,1121889,1403007,4907500,
,,2008,Indian Wells,Local Government,*****,*****,*****,*****,*****,/1/
,,2008,Indian Wells,Not Elsewhere Classified,107025,81576,118553,128079,435233,
,,2008,Indio,"Agriculture, Forestry, Fishing and Hunting",4276213,9383584,7138057,5928728,26726582,
,,2008,Indio,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2008,Indio,Utilities,*****,*****,*****,*****,*****,/1/
,,2008,Indio,Construction,25073004,27785706,28169174,26086094,107113978,
,,2008,Indio,Manufacturing,3986362,3843362,3771582,3768569,15369875,
,,2008,Indio,Wholesale Trade,6128809,7254324,5881433,6099895,25364461,
,,2008,Indio,Retail Trade,20764392,20890045,21206986,22019978,84881401,
,,2008,Indio,Transportation and Warehousing,1079055,1119084,1050673,1059286,4308098,
,,2008,Indio,Information,*****,*****,*****,*****,*****,/1/
,,2008,Indio,Finance and Insurance,2323698,2168270,2282481,2321621,9096070,
,,2008,Indio,Real Estate and Rental and Leasing,4241418,4348205,4216472,3768099,16574194,
,,2008,Indio,"Professional, Scientific, and Technical Services",4160167,3957264,4516540,5069099,17703070,
,,2008,Indio,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2008,Indio,Administrative and Support and Waste Management and Remediation Services,10686833,12452384,12635559,13524179,49298955,
,,2008,Indio,Educational Services,1060429,1066646,1002705,1169616,4299396,
,,2008,Indio,Health Care and Social Assistance,8245060,8768939,8646973,11148367,36809339,
,,2008,Indio,"Arts, Entertainment, and Recreation",2970893,2590076,2013917,2693119,10268005,
,,2008,Indio,Accommodation and Food Services,6293814,6159017,6081923,6043624,24578378,
,,2008,Indio,Other Services (except Public Administration),5251639,5111625,4842819,5120420,20326503,
,,2008,Indio,Federal Government,*****,*****,*****,*****,*****,/1/
,,2008,Indio,State Government,*****,*****,*****,*****,*****,/1/
,,2008,Indio,Local Government,42378004,38593748,25554070,32150086,138675908,
,,2008,Indio,Not Elsewhere Classified,535644,766326,538830,538383,2379183,
,,2008,La Quinta,"Agriculture, Forestry, Fishing and Hunting",539728,380855,529605,760386,2210574,
,,2008,La Quinta,Construction,7178672,6896700,6109676,5951348,26136396,
,,2008,La Quinta,Manufacturing,490716,381986,321930,688694,1883326,
,,2008,La Quinta,Wholesale Trade,599362,427903,537491,419302,1984058,
,,2008,La Quinta,Retail Trade,20264603,20180760,18567770,19396264,78409397,
,,2008,La Quinta,Transportation and Warehousing,185308,176904,172501,186798,721511,
,,2008,La Quinta,Information,606655,579735,657747,631266,2475403,
,,2008,La Quinta,Finance and Insurance,2426891,1802607,1862179,1991973,8083650,
,,2008,La Quinta,Real Estate and Rental and Leasing,1088022,1398050,1771814,1500540,5758426,
,,2008,La Quinta,"Professional, Scientific, and Technical Services",8502548,8683227,7185410,8889350,33260535,
,,2008,La Quinta,Administrative and Support and Waste Management and Remediation Services,7017497,4003140,3889364,4322284,19232285,
,,2008,La Quinta,Educational Services,314589,353581,233928,318615,1220713,
,,2008,La Quinta,Health Care and Social Assistance,3133134,2943906,3031910,3219949,12328899,
,,2008,La Quinta,"Arts, Entertainment, and Recreation",6646946,6104850,4618846,6500417,23871059,
,,2008,La Quinta,Accommodation and Food Services,29161897,30755550,23821594,29063897,112802938,
,,2008,La Quinta,Other Services (except Public Administration),2101286,2242674,1870001,2122502,8336463,
,,2008,La Quinta,Federal Government,*****,*****,*****,*****,*****,/1/
,,2008,La Quinta,Local Government,26594484,22872997,14903464,19711965,84082910,
,,2008,La Quinta,Not Elsewhere Classified,530637,544266,532106,873323,2480332,
,,2008,Palm Desert,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2008,Palm Desert,Utilities,*****,*****,*****,*****,*****,/1/
,,2008,Palm Desert,Construction,33887428,32132103,30824030,33567513,130411074,
,,2008,Palm Desert,Manufacturing,4927599,4382624,3714944,3758208,16783375,
,,2008,Palm Desert,Wholesale Trade,6608587,6440365,5892975,6670891,25612818,
,,2008,Palm Desert,Retail Trade,35572797,33561710,30996266,32579575,132710348,
,,2008,Palm Desert,Transportation and Warehousing,1430801,1566506,1204518,1352786,5554611,
,,2008,Palm Desert,Information,11199793,10197380,10867494,10865316,43129983,
,,2008,Palm Desert,Finance and Insurance,20422606,17026045,15687484,15282373,68418508,
,,2008,Palm Desert,Real Estate and Rental and Leasing,6005052,6106934,5612100,6002869,23726955,
,,2008,Palm Desert,"Professional, Scientific, and Technical Services",21986220,19626231,19286041,22626987,83525479,
,,2008,Palm Desert,Management of Companies and Enterprises,1344392,1254989,1302300,1134454,5036135,
,,2008,Palm Desert,Administrative and Support and Waste Management and Remediation Services,19784074,17999494,17499149,18878771,74161488,
,,2008,Palm Desert,Educational Services,1416013,1481753,1621885,1819869,6339520,
,,2008,Palm Desert,Health Care and Social Assistance,55594427,51228562,54983725,54589612,216396326,
,,2008,Palm Desert,"Arts, Entertainment, and Recreation",14574046,13486316,10139747,14603211,52803320,
,,2008,Palm Desert,Accommodation and Food Services,34322331,32278519,26007025,29400806,122008681,
,,2008,Palm Desert,Other Services (except Public Administration),14944864,15115325,13277087,13700502,57037778,
,,2008,Palm Desert,Federal Government,*****,*****,*****,*****,*****,/1/
,,2008,Palm Desert,Local Government,23816127,20555445,13936899,18769820,77078291,
,,2008,Palm Desert,Not Elsewhere Classified,1054025,1060216,787634,818758,3720633,
,,2008,Palm Springs,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2008,Palm Springs,Utilities,201752,134974,464674,96428,897828,
,,2008,Palm Springs,Construction,17548732,16952339,16904501,16797235,68202807,
,,2008,Palm Springs,Manufacturing,2086315,2454191,1851364,2026381,8418251,
,,2008,Palm Springs,Wholesale Trade,4127369,3894058,4003210,4138050,16162687,
,,2008,Palm Springs,Retail Trade,14787693,15069045,14085795,14540431,58482964,
,,2008,Palm Springs,Transportation and Warehousing,19554430,19894141,19333808,12358352,71140731,
,,2008,Palm Springs,Information,10820557,9440925,10005076,9369797,39636355,
,,2008,Palm Springs,Finance and Insurance,5546136,5333057,5229559,6194199,22302951,
,,2008,Palm Springs,Real Estate and Rental and Leasing,6673823,6305907,5980449,6647246,25607425,
,,2008,Palm Springs,"Professional, Scientific, and Technical Services",9023831,9330074,8978229,10488106,37820240,
,,2008,Palm Springs,Management of Companies and Enterprises,595382,510814,594142,414000,2114338,
,,2008,Palm Springs,Administrative and Support and Waste Management and Remediation Services,6832946,6789908,6698453,6734846,27056153,
,,2008,Palm Springs,Educational Services,739357,733386,654077,777392,2904212,
,,2008,Palm Springs,Health Care and Social Assistance,59241555,55523887,60161800,59769919,234697161,
,,2008,Palm Springs,"Arts, Entertainment, and Recreation",4410532,6253797,4204535,3755925,18624789,
,,2008,Palm Springs,Accommodation and Food Services,25535553,25559865,20017214,21602399,92715031,
,,2008,Palm Springs,Other Services (except Public Administration),5046080,5443750,4738429,4880308,20108567,
,,2008,Palm Springs,Federal Government,2822887,3218283,3266670,3651890,12959730,
,,2008,Palm Springs,State Government,*****,*****,*****,*****,*****,/1/
,,2008,Palm Springs,Local Government,40152009,38929963,33353606,36644326,149079904,
,,2008,Palm Springs,Not Elsewhere Classified,714542,683944,499832,623675,2521993,
,,2008,Rancho Mirage,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Construction,2700582,2403028,2186045,1981496,9271151,
,,2008,Rancho Mirage,Manufacturing,91439,132698,212038,212330,648505,
,,2008,Rancho Mirage,Wholesale Trade,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Retail Trade,10632273,10220883,9156319,9810438,39819913,
,,2008,Rancho Mirage,Transportation and Warehousing,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Information,1071120,837391,933782,1004199,3846492,
,,2008,Rancho Mirage,Finance and Insurance,3007030,2716169,2850380,3143969,11717548,
,,2008,Rancho Mirage,Real Estate and Rental and Leasing,1056826,1130682,1171147,1239431,4598086,
,,2008,Rancho Mirage,"Professional, Scientific, and Technical Services",9849999,9260204,8557761,8628443,36296407,
,,2008,Rancho Mirage,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,2782545,3386431,2924680,3958950,13052606,
,,2008,Rancho Mirage,Educational Services,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Health Care and Social Assistance,25855928,27420996,29270680,35194598,117742202,
,,2008,Rancho Mirage,"Arts, Entertainment, and Recreation",9069212,7637294,5043264,7591286,29341056,
,,2008,Rancho Mirage,Accommodation and Food Services,15939305,16132320,12295869,13191688,57559182,
,,2008,Rancho Mirage,Other Services (except Public Administration),2690312,2707353,2836169,3270591,11504425,
,,2008,Rancho Mirage,Federal Government,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Local Government,*****,*****,*****,*****,*****,/1/
,,2008,Rancho Mirage,Not Elsewhere Classified,777817,766162,512302,746190,2802471,
,,2009,Cathedral City,Utilities,*****,*****,*****,*****,*****,/1/
,,2009,Cathedral City,Construction,5676527,6098077,5273535,5424087,22472226,
,,2009,Cathedral City,Manufacturing,1491571,1684200,1403698,1771241,6350710,
,,2009,Cathedral City,Wholesale Trade,1025272,999170,937191,969508,3931141,
,,2009,Cathedral City,Retail Trade,18975755,19498138,17966606,18939167,75379666,
,,2009,Cathedral City,Transportation and Warehousing,268499,293414,261996,419143,1243052,
,,2009,Cathedral City,Information,708490,734515,649082,784852,2876939,
,,2009,Cathedral City,Finance and Insurance,580557,581730,585301,628793,2376381,
,,2009,Cathedral City,Real Estate and Rental and Leasing,1942719,1975691,1915899,2212922,8047231,
,,2009,Cathedral City,"Professional, Scientific, and Technical Services",1086009,1037363,990869,1013976,4128217,
,,2009,Cathedral City,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2009,Cathedral City,Administrative and Support and Waste Management and Remediation Services,4114132,3653031,3472645,5437135,16676943,
,,2009,Cathedral City,Educational Services,185211,312329,234775,257249,989564,
,,2009,Cathedral City,Health Care and Social Assistance,3369096,3472266,3323198,3547998,13712558,
,,2009,Cathedral City,"Arts, Entertainment, and Recreation",1464366,1320817,1076204,1371851,5233238,
,,2009,Cathedral City,Accommodation and Food Services,6448378,6786742,5571064,6195935,25002119,
,,2009,Cathedral City,Other Services (except Public Administration),5120382,5065486,4632356,5181228,19999452,
,,2009,Cathedral City,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Cathedral City,State Government,*****,*****,*****,*****,*****,/1/
,,2009,Cathedral City,Local Government,19638932,15791920,12491644,12466723,60389219,
,,2009,Cathedral City,Not Elsewhere Classified,154840,176886,157596,326166,815488,
,,2009,Coachella,"Agriculture, Forestry, Fishing and Hunting",6209010,10651317,7158853,6651604,30670784,
,,2009,Coachella,Construction,5234877,4206940,1447217,5111590,16000624,
,,2009,Coachella,Manufacturing,6126973,6772759,5841049,7079680,25820461,
,,2009,Coachella,Wholesale Trade,4520322,1634826,3523593,1906064,11584805,
,,2009,Coachella,Retail Trade,6851316,6932990,7779904,7004244,28568454,
,,2009,Coachella,Transportation and Warehousing,663315,911789,885113,883254,3343471,
,,2009,Coachella,Information,*****,*****,*****,*****,*****,/1/
,,2009,Coachella,Finance and Insurance,459314,491556,416404,502069,1869343,
,,2009,Coachella,Real Estate and Rental and Leasing,349960,342924,341150,394052,1428086,
,,2009,Coachella,"Professional, Scientific, and Technical Services",212015,219237,243438,277717,952407,
,,2009,Coachella,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2009,Coachella,Administrative and Support and Waste Management and Remediation Services,324996,363038,444305,199054,1331393,
,,2009,Coachella,Health Care and Social Assistance,487954,561444,545309,574463,2169170,
,,2009,Coachella,Accommodation and Food Services,1791695,1828697,1572729,1514045,6707166,
,,2009,Coachella,Other Services (except Public Administration),952528,1054346,995161,1006073,4008108,
,,2009,Coachella,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Coachella,Local Government,31214101,29781089,24910837,28387056,114293083,
,,2009,Coachella,Not Elsewhere Classified,118660,133995,165036,207587,625278,
,,2009,Desert Hot Spr,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2009,Desert Hot Spr,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2009,Desert Hot Spr,Utilities,*****,*****,*****,*****,*****,/1/
,,2009,Desert Hot Spr,Construction,1511474,1353663,1395132,1337816,5598085,
,,2009,Desert Hot Spr,Manufacturing,86827,81621,48117,51357,267922,
,,2009,Desert Hot Spr,Wholesale Trade,80100,70147,55260,66546,272053,
,,2009,Desert Hot Spr,Retail Trade,3038847,2882893,2791109,3259458,11972307,
,,2009,Desert Hot Spr,Transportation and Warehousing,538709,607001,543676,425013,2114399,
,,2009,Desert Hot Spr,Information,137102,103690,108223,114579,463594,
,,2009,Desert Hot Spr,Finance and Insurance,1874240,2309817,2730876,3695516,10610449,
,,2009,Desert Hot Spr,Real Estate and Rental and Leasing,372668,392572,365451,413536,1544227,
,,2009,Desert Hot Spr,"Professional, Scientific, and Technical Services",248886,246216,229555,579036,1303693,
,,2009,Desert Hot Spr,Administrative and Support and Waste Management and Remediation Services,425610,462358,436858,557374,1882200,
,,2009,Desert Hot Spr,Health Care and Social Assistance,1893215,2009010,1987663,2253716,8143604,
,,2009,Desert Hot Spr,"Arts, Entertainment, and Recreation",*****,*****,*****,*****,*****,/1/
,,2009,Desert Hot Spr,Accommodation and Food Services,3058386,3025527,2751673,2785530,11621116,
,,2009,Desert Hot Spr,Other Services (except Public Administration),1318315,1350573,1387591,1635900,5692379,
,,2009,Desert Hot Spr,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Desert Hot Spr,Local Government,12419841,10558672,6000658,8378291,37357462,
,,2009,Desert Hot Spr,Not Elsewhere Classified,370037,332686,71758,285245,1059726,
,,2009,Indian Wells,Construction,434584,399994,307306,408468,1550352,
,,2009,Indian Wells,Manufacturing,*****,*****,*****,*****,*****,/1/
,,2009,Indian Wells,Wholesale Trade,64201,65436,74914,114728,319279,
,,2009,Indian Wells,Retail Trade,250216,195819,181483,196313,823831,
,,2009,Indian Wells,Transportation and Warehousing,*****,*****,*****,*****,*****,/1/
,,2009,Indian Wells,Information,*****,*****,*****,*****,*****,/1/
,,2009,Indian Wells,Finance and Insurance,5185932,4206555,4216336,5240205,18849028,
,,2009,Indian Wells,Real Estate and Rental and Leasing,*****,*****,*****,*****,*****,/1/
,,2009,Indian Wells,"Professional, Scientific, and Technical Services",2038713,2203620,1963871,2831821,9038025,
,,2009,Indian Wells,Administrative and Support and Waste Management and Remediation Services,921959,960875,851803,958989,3693626,
,,2009,Indian Wells,Health Care and Social Assistance,1516851,1720462,1345213,1745463,6327989,
,,2009,Indian Wells,"Arts, Entertainment, and Recreation",11264344,10034024,5685884,8677510,35661762,
,,2009,Indian Wells,Accommodation and Food Services,10555890,9106401,8116045,9072876,36851212,
,,2009,Indian Wells,Other Services (except Public Administration),1150782,1251046,1082454,1316881,4801163,
,,2009,Indian Wells,Local Government,*****,*****,*****,*****,*****,/1/
,,2009,Indian Wells,Not Elsewhere Classified,98459,105068,83898,141782,429207,
,,2009,Indio,"Agriculture, Forestry, Fishing and Hunting",4125959,8115384,5439890,4802864,22484097,
,,2009,Indio,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2009,Indio,Utilities,*****,*****,*****,*****,*****,/1/
,,2009,Indio,Construction,18737134,18559953,18507985,18441839,74246911,
,,2009,Indio,Manufacturing,3120624,3122747,2941161,3040997,12225529,
,,2009,Indio,Wholesale Trade,5280344,5348291,5284960,5900194,21813789,
,,2009,Indio,Retail Trade,20257508,19769712,19379353,16793510,76200083,
,,2009,Indio,Transportation and Warehousing,827383,937952,608115,573257,2946707,
,,2009,Indio,Information,*****,*****,*****,*****,*****,/1/
,,2009,Indio,Finance and Insurance,2123880,2039168,2028254,2022979,8214281,
,,2009,Indio,Real Estate and Rental and Leasing,3049515,3543884,3078268,3572400,13244067,
,,2009,Indio,"Professional, Scientific, and Technical Services",4375131,4557497,3975271,3947613,16855512,
,,2009,Indio,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2009,Indio,Administrative and Support and Waste Management and Remediation Services,11544309,12168583,9323455,8495063,41531410,
,,2009,Indio,Educational Services,1168775,1098738,1014156,975097,4256766,
,,2009,Indio,Health Care and Social Assistance,8469619,8434057,8413662,10654898,35972236,
,,2009,Indio,"Arts, Entertainment, and Recreation",3146438,2755655,2148552,2722906,10773551,
,,2009,Indio,Accommodation and Food Services,7324979,6931254,5971245,6142604,26370082,
,,2009,Indio,Other Services (except Public Administration),5146480,5063243,4756316,5333341,20299380,
,,2009,Indio,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Indio,State Government,*****,*****,*****,*****,*****,/1/
,,2009,Indio,Local Government,41339745,37868022,25400964,30854556,135463287,
,,2009,Indio,Not Elsewhere Classified,283594,241111,298874,516901,1340480,
,,2009,La Quinta,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2009,La Quinta,Construction,4489535,4234814,3976746,4108084,16809179,
,,2009,La Quinta,Manufacturing,660461,595180,587290,743070,2586001,
,,2009,La Quinta,Wholesale Trade,321815,195575,236736,329361,1083487,
,,2009,La Quinta,Retail Trade,17954390,17515154,15979964,18482914,69932422,
,,2009,La Quinta,Transportation and Warehousing,201877,92163,60823,88388,443251,
,,2009,La Quinta,Information,568135,506392,473724,626707,2174958,
,,2009,La Quinta,Finance and Insurance,2937925,2119536,2229968,2139613,9427042,
,,2009,La Quinta,Real Estate and Rental and Leasing,1172694,1182166,1135601,1170783,4661244,
,,2009,La Quinta,"Professional, Scientific, and Technical Services",3987171,4042759,3561924,4616419,16208273,
,,2009,La Quinta,Administrative and Support and Waste Management and Remediation Services,6076090,3638430,3424966,2463632,15603118,
,,2009,La Quinta,Educational Services,389409,382869,276916,458533,1507727,
,,2009,La Quinta,Health Care and Social Assistance,2688318,2883734,2633375,3228702,11434129,
,,2009,La Quinta,"Arts, Entertainment, and Recreation",6094454,5869718,4631344,6757254,23352770,
,,2009,La Quinta,Accommodation and Food Services,30141443,30488969,23545177,25526900,109702489,
,,2009,La Quinta,Other Services (except Public Administration),2562688,2570953,1858756,2136113,9128510,
,,2009,La Quinta,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,La Quinta,Local Government,26542801,22988518,14624138,19711489,83866946,
,,2009,La Quinta,Not Elsewhere Classified,456614,481373,383840,663034,1984861,
,,2009,Palm Desert,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2009,Palm Desert,Utilities,*****,*****,*****,*****,*****,/1/
,,2009,Palm Desert,Construction,24054472,24976382,21759450,20138809,90929113,
,,2009,Palm Desert,Manufacturing,3109950,2954420,2757911,3102613,11924894,
,,2009,Palm Desert,Wholesale Trade,5445186,5039634,4881724,5512174,20878718,
,,2009,Palm Desert,Retail Trade,30299775,28140896,25803152,29956928,114200751,
,,2009,Palm Desert,Transportation and Warehousing,1497201,1333227,1134646,1280198,5245272,
,,2009,Palm Desert,Information,10351983,9314516,9798948,10380660,39846107,
,,2009,Palm Desert,Finance and Insurance,15313167,14609695,13979235,16537221,60439318,
,,2009,Palm Desert,Real Estate and Rental and Leasing,5070137,5463799,4857024,5241693,20632653,
,,2009,Palm Desert,"Professional, Scientific, and Technical Services",16405108,15015768,15375360,20226798,67023034,
,,2009,Palm Desert,Management of Companies and Enterprises,1355225,1189979,2516696,1303250,6365150,
,,2009,Palm Desert,Administrative and Support and Waste Management and Remediation Services,18181622,17871176,19431178,22570567,78054543,
,,2009,Palm Desert,Educational Services,1807197,1865099,1879622,2030688,7582606,
,,2009,Palm Desert,Health Care and Social Assistance,56910507,52047967,57003906,61296271,227258651,
,,2009,Palm Desert,"Arts, Entertainment, and Recreation",13685398,13222455,11148231,14535099,52591183,
,,2009,Palm Desert,Accommodation and Food Services,28608127,28992819,22591978,26304917,106497841,
,,2009,Palm Desert,Other Services (except Public Administration),13036931,13059372,10983349,12091930,49171582,
,,2009,Palm Desert,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Palm Desert,Local Government,24374447,21165955,15221513,17375428,78137343,
,,2009,Palm Desert,Not Elsewhere Classified,574102,482059,490618,2270066,3816845,
,,2009,Palm Springs,"Mining, Quarrying, and Oil and Gas Extraction",*****,*****,*****,*****,*****,/1/
,,2009,Palm Springs,Utilities,*****,*****,*****,*****,*****,/1/
,,2009,Palm Springs,Construction,13827261,13514986,12619439,14409630,54371316,
,,2009,Palm Springs,Manufacturing,1763248,1964412,1777664,1974433,7479757,
,,2009,Palm Springs,Wholesale Trade,5134452,4655129,4372593,4744344,18906518,
,,2009,Palm Springs,Retail Trade,14386841,14111920,13287803,14899398,56685962,
,,2009,Palm Springs,Transportation and Warehousing,9311291,9457494,8337792,9762180,36868757,
,,2009,Palm Springs,Information,8390880,7643437,7311396,7310115,30655828,
,,2009,Palm Springs,Finance and Insurance,5187101,5098613,4703960,5406859,20396533,
,,2009,Palm Springs,Real Estate and Rental and Leasing,4848395,4488343,4418275,5716881,19471894,
,,2009,Palm Springs,"Professional, Scientific, and Technical Services",8676527,8380752,8674529,10119472,35851280,
,,2009,Palm Springs,Management of Companies and Enterprises,449333,413951,341000,347514,1551798,
,,2009,Palm Springs,Administrative and Support and Waste Management and Remediation Services,5948723,5673793,5577106,6226360,23425982,
,,2009,Palm Springs,Educational Services,1234897,1058748,1157838,1180231,4631714,
,,2009,Palm Springs,Health Care and Social Assistance,58798626,55973931,60662915,66424095,241859567,
,,2009,Palm Springs,"Arts, Entertainment, and Recreation",3605735,4678743,3096079,3773328,15153885,
,,2009,Palm Springs,Accommodation and Food Services,23062139,23088040,18438704,21759770,86348653,
,,2009,Palm Springs,Other Services (except Public Administration),4891443,5099330,4402193,4945462,19338428,
,,2009,Palm Springs,Federal Government,3070988,3433919,3286317,3707272,13498496,
,,2009,Palm Springs,State Government,*****,*****,*****,*****,*****,/1/
,,2009,Palm Springs,Local Government,40905561,37822663,31612699,33801981,144142904,
,,2009,Palm Springs,Not Elsewhere Classified,281413,246728,352808,1418233,2299182,
,,2009,Rancho Mirage,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Construction,1282159,1136176,1060503,1695557,5174395,
,,2009,Rancho Mirage,Manufacturing,187777,180831,188606,230710,787924,
,,2009,Rancho Mirage,Wholesale Trade,1264082,978462,1094500,1108938,4445982,
,,2009,Rancho Mirage,Retail Trade,9009465,8976428,8209631,9109011,35304535,
,,2009,Rancho Mirage,Transportation and Warehousing,*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Information,1004387,1057588,1066439,1317220,4445634,
,,2009,Rancho Mirage,Finance and Insurance,3125011,2786287,3271089,3823955,13006342,
,,2009,Rancho Mirage,Real Estate and Rental and Leasing,961522,1483169,1559017,1845847,5849555,
,,2009,Rancho Mirage,"Professional, Scientific, and Technical Services",6850810,6321646,5287760,6160796,24621012,
,,2009,Rancho Mirage,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Administrative and Support and Waste Management and Remediation Services,3238659,3339782,2901788,4233334,13713563,
,,2009,Rancho Mirage,Educational Services,*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Health Care and Social Assistance,25384971,28468124,30355912,36983893,121192900,
,,2009,Rancho Mirage,"Arts, Entertainment, and Recreation",7708514,6633013,4480649,6837549,25659725,
,,2009,Rancho Mirage,Accommodation and Food Services,13925240,14094507,11123800,12397684,51541231,
,,2009,Rancho Mirage,Other Services (except Public Administration),3052832,2804724,2739597,3149226,11746379,
,,2009,Rancho Mirage,Federal Government,*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Local Government,*****,*****,*****,*****,*****,/1/
,,2009,Rancho Mirage,Not Elsewhere Classified,254388,316150,399491,962450,1932479,
,,2010,Cathedral City,"Agriculture, Forestry, Fishing and Hunting",*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,Utilities,*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,Construction,4533187,4471572,4549242,4585445,18139446,
,,2010,Cathedral City,Manufacturing,1385902,1647706,1702807,1831980,6568395,
,,2010,Cathedral City,Wholesale Trade,932428,828371,762092,827095,3349986,
,,2010,Cathedral City,Retail Trade,18187584,18741244,17544218,18171828,72644874,
,,2010,Cathedral City,Transportation and Warehousing,376213,338486,267491,380445,1362635,
,,2010,Cathedral City,Information,903562,568671,561493,595314,2629040,
,,2010,Cathedral City,Finance and Insurance,667311,705185,682950,681930,2737376,
,,2010,Cathedral City,Real Estate and Rental and Leasing,1802958,1914478,1793592,2013849,7524877,
,,2010,Cathedral City,"Professional, Scientific, and Technical Services",973288,1039256,1078923,1216556,4308023,
,,2010,Cathedral City,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,Administrative and Support and Waste Management and Remediation Services,4583549,3837418,4109005,4156244,16686216,
,,2010,Cathedral City,Educational Services,*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,Health Care and Social Assistance,3126603,3369672,3095255,3284328,12875858,
,,2010,Cathedral City,"Arts, Entertainment, and Recreation",1231293,1257119,851853,957064,4297329,
,,2010,Cathedral City,Accommodation and Food Services,6013145,6310196,5468335,5911626,23703302,
,,2010,Cathedral City,Other Services (except Public Administration),5192375,4962794,4816776,4944512,19916457,
,,2010,Cathedral City,Federal Government,*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,State Government,*****,*****,*****,*****,*****,/1/
,,2010,Cathedral City,Local Government,19039226,15206398,11170461,12515703,57931788,
,,2010,Cathedral City,Not Elsewhere Classified,174352,82641,66398,484022,807413,
,,2010,Coachella,"Agriculture, Forestry, Fishing and Hunting",6313876,9403211,9946051,9512518,35175656,
,,2010,Coachella,Construction,2632749,2946886,2677059,3329086,11585780,
,,2010,Coachella,Manufacturing,6109642,7053278,6948788,7701916,27813624,
,,2010,Coachella,Wholesale Trade,3544241,2187647,3574641,2507086,11813615,
,,2010,Coachella,Retail Trade,6666329,6220071,6863895,6518092,26268387,
,,2010,Coachella,Transportation and Warehousing,676728,766121,799149,807474,3049472,
,,2010,Coachella,Information,*****,*****,*****,*****,*****,/1/
,,2010,Coachella,Finance and Insurance,429714,478533,416796,482177,1807220,
,,2010,Coachella,Real Estate and Rental and Leasing,395582,393688,390003,451003,1630276,
,,2010,Coachella,"Professional, Scientific, and Technical Services",254989,281744,247694,255872,1040299,
,,2010,Coachella,Management of Companies and Enterprises,*****,*****,*****,*****,*****,/1/
,,2010,Coachella,Administrative and Support and Waste Management and Remediation Services,198323,366354,537233,383563,1485473,
,,2010,Coachella,Health Care and Social Assistance,602773,712325,557804,571827,2444729,
,,2010,Coachella,Accommodation and Food Services,1598887,1756274,1734580,1637968,6727709,
,,2010,Coachella,Other Services (except Public Administration),987999,1051206,987425,1001881,4028511,
