CalendarYear,Quarter,QuarterMonthFrom,QuarterMonthTo,County,City,RetailandFoodServicesTaxableTransactions,TotalAllOutletsTaxableTransactions,PerCapita
2012,A,1,12,Los Angeles,Bell,122551000,166872000,4686.49
2012,A,1,12,Los Angeles,Bell Gardens,196893000,217637000,5153.48
2012,A,1,12,Los Angeles,Bellflower,387010000,446426000,5804.75
2012,A,1,12,Los Angeles,Beverly Hills,1932085000,2313988000,67480.91
2012,A,1,12,Los Angeles,Bradbury,0,201000,188.73
2012,A,1,12,Los Angeles,Burbank,2030869000,2716027000,26008.85
2012,A,1,12,Los Angeles,Calabasas,311548000,503929000,21278.08
2012,A,1,12,Los Angeles,Carson,1288688000,1914741000,20851.38
2012,A,1,12,Los Angeles,Cerritos,1875232000,2260601000,45925.7
2012,A,1,12,Los Angeles,Claremont,273003000,301708000,8546.96
2012,A,1,12,Los Angeles,Commerce,787584000,1613562000,125364.15
2012,A,1,12,Los Angeles,Compton,462721000,638615000,6579.72
2012,A,1,12,Los Angeles,Covina,602149000,693698000,14440.6
2012,A,1,12,Los Angeles,Cudahy,53096000,104515000,4374.29
2012,A,1,12,Los Angeles,Culver City,1390703000,1598763000,40989.71
2012,A,1,12,Los Angeles,Diamond Bar,265770000,311446000,5579.56
2012,A,1,12,Los Angeles,Downey,1149772000,1359727000,12118.67
2012,A,1,12,Los Angeles,Duarte,373151000,421713000,19696.09
2012,A,1,12,Los Angeles,El Monte,1112739000,1258498000,11047.98
2012,A,1,12,Los Angeles,El Segundo,539928000,909939000,54422.18
2012,A,1,12,Los Angeles,Gardena,638238000,787607000,13321.27
2012,A,1,12,Los Angeles,Glendale,2172559000,2681918000,13920.9
2012,A,1,12,Los Angeles,Glendora,600072000,658239000,13070.41
2012,A,1,12,Los Angeles,Hawaiian Gardens,58111000,64491000,4508.91
2012,A,1,12,Los Angeles,Hawthorne,977287000,1137164000,13371.0
2012,A,1,12,Los Angeles,Hermosa Beach,207425000,226146000,11553.38
2012,A,1,12,Los Angeles,Hidden Hills,503000,1206000,645.26
2012,A,1,12,Los Angeles,Huntington Park,418498000,515217000,8832.94
2012,A,1,12,Los Angeles,Industry,1484737000,2998533000,6877369.26
2012,A,1,12,Los Angeles,Inglewood,813150000,1047205000,9466.43
2012,A,1,12,Los Angeles,Irwindale,120111000,327839000,231524.71
2012,A,1,12,Los Angeles,La Canada-Flintridge,192139000,212384000,10444.25
2012,A,1,12,Los Angeles,La Habra Heights,550000,3472000,648.72
2012,A,1,12,Los Angeles,La Mirada,602331000,889103000,18257.85
2012,A,1,12,Los Angeles,La Puente,191118000,209433000,5237.52
2012,A,1,12,Los Angeles,La Verne,271239000,343984000,10933.66
2012,A,1,12,Los Angeles,Lakewood,1058823000,1118400000,13914.25
2012,A,1,12,Los Angeles,Lancaster,1213772000,1563884000,9908.91
2012,A,1,12,Los Angeles,Lawndale,198977000,226193000,6877.88
2012,A,1,12,Los Angeles,Lomita,139106000,157850000,7739.26
2012,A,1,12,Los Angeles,Long Beach,4031065000,5234132000,11264.38
2012,A,1,12,Los Angeles,Los Angeles,30621561000,40123926000,10489.1
2012,A,1,12,Los Angeles,LOS ANGELES COUNTY,95318603000,135295582000,13687.46
2012,A,1,12,Los Angeles,Lynwood,263971000,301919000,4319.48
2012,A,1,12,Los Angeles,Malibu,217147000,244135000,19224.74
2012,A,1,12,Los Angeles,Manhattan Beach,655759000,869068000,24662.1
2012,A,1,12,Los Angeles,Maywood,85072000,107714000,3920.86
2012,A,1,12,Los Angeles,Monrovia,606009000,759951000,20691.88
2012,A,1,12,Los Angeles,Montebello,728770000,970825000,15444.97
2012,A,1,12,Los Angeles,Monterey Park,328022000,410932000,6719.73
2012,A,1,12,Los Angeles,Norwalk,738367000,827283000,7825.67
2012,A,1,12,Los Angeles,Palmdale,1286802000,1409735000,9171.51
2012,A,1,12,Los Angeles,Palos Verdes Estates,8755000,17550000,1298.46
2012,A,1,12,Los Angeles,Paramount,376643000,678328000,12476.6
2012,A,1,12,Los Angeles,Pasadena,2320157000,2817637000,20238.44
2012,A,1,12,Los Angeles,Pico Rivera,490447000,717444000,11357.71
2012,A,1,12,Los Angeles,Pomona,767593000,1191591000,7946.58
2012,A,1,12,Los Angeles,Rancho Palos Verdes,93008000,174987000,4176.59
2012,A,1,12,Los Angeles,Redondo Beach,810740000,897460000,13393.52
2012,A,1,12,Los Angeles,Rolling Hills,0,349000,186.13
2012,A,1,12,Los Angeles,Rolling Hills Estates,99048000,106450000,13146.84
2012,A,1,12,Los Angeles,Rosemead,334394000,368379000,6800.17
2012,A,1,12,Los Angeles,San Dimas,381080000,501380000,14967.01
2012,A,1,12,Los Angeles,San Fernando,229828000,294683000,12406.66
2012,A,1,12,Los Angeles,San Gabriel,297412000,347669000,8707.83
2012,A,1,12,Los Angeles,San Marino,27351000,33899000,2569.07
2012,A,1,12,Los Angeles,Santa Clarita,2299494000,2764693000,15580.56
2012,A,1,12,Los Angeles,Santa Fe Springs,497054000,2013215000,121894.82
2012,A,1,12,Los Angeles,Santa Monica,2256205000,2949297000,32688.97
2012,A,1,12,Los Angeles,Sierra Madre,19222000,22731000,2073.42
2012,A,1,12,Los Angeles,Signal Hill,861000000,1040462000,93491.05
2012,A,1,12,Los Angeles,South El Monte,238516000,378151000,18729.61
2012,A,1,12,Los Angeles,South Gate,457389000,586915000,6222.59
2012,A,1,12,Los Angeles,South Pasadena,142996000,165708000,6441.51
2012,A,1,12,Los Angeles,Temple City,134257000,150914000,4221.48
2012,A,1,12,Los Angeles,Torrance,2908552000,3709452000,25387.2
2012,A,1,12,Los Angeles,Vernon,74102000,420411000,3503425.0
2012,A,1,12,Los Angeles,Walnut,122360000,167778000,5656.51
2012,A,1,12,Los Angeles,West Covina,1142431000,1260366000,11810.8
2012,A,1,12,Los Angeles,West Hollywood,988382000,1146238000,33050.89
2012,A,1,12,Los Angeles,Westlake Village,245664000,309689000,37311.92
2012,A,1,12,Los Angeles,Whittier,611377000,720805000,8415.31
2012,A,1,12,Madera,Chowchilla,63323000,82604000,4636.24
2012,A,1,12,Madera,Madera,398057000,566396000,9060.3
2012,A,1,12,Madera,MADERA COUNTY,905678000,1355737000,8914.98
2012,A,1,12,Marin,Belvedere,0,14345000,6863.63
2012,A,1,12,Marin,Corte Madera,432557000,524266000,56065.23
2012,A,1,12,Marin,Fairfax,41541000,47129000,6265.48
2012,A,1,12,Marin,Larkspur,161361000,203592000,16884.39
2012,A,1,12,Marin,MARIN COUNTY,3357884000,4333600000,17008.51
2012,A,1,12,Marin,Mill Valley,207823000,236035000,16655.02
2012,A,1,12,Marin,Novato,608642000,697162000,13292.69
2012,A,1,12,Marin,Ross,1608000,3291000,1347.11
2012,A,1,12,Marin,San Anselmo,86791000,95119000,7629.05
2012,A,1,12,Marin,San Rafael,1234514000,1532832000,26289.88
2012,A,1,12,Marin,Sausalito,121523000,148601000,20818.29
2012,A,1,12,Marin,Tiburon,31899000,41290000,4557.89
2012,A,1,12,Mariposa,MARIPOSA COUNTY,68455000,179564000,10135.69
2012,A,1,12,Mendocino,Fort Bragg,116059000,138833000,19136.18
2012,A,1,12,Mendocino,MENDOCINO COUNTY,930163000,1216736000,13894.12
2012,A,1,12,Mendocino,Point Arena,6195000,6730000,15089.68
2012,A,1,12,Mendocino,Ukiah,355957000,393163000,24634.27
2012,A,1,12,Mendocino,Willits,120344000,141127000,29056.41
2012,A,1,12,Merced,Atwater,196486000,236281000,8270.82
2012,A,1,12,Merced,Dos Palos,13844000,41965000,8435.17
2012,A,1,12,Merced,Gustine,12698000,15353000,2767.3
2012,A,1,12,Merced,Livingston,101284000,113264000,8475.3
2012,A,1,12,Merced,Los Banos,246850000,290974000,7961.85
2012,A,1,12,Merced,Merced,795073000,942376000,11879.48
2012,A,1,12,Merced,MERCED COUNTY,1778567000,2512316000,9709.95
2012,A,1,12,Modoc,Alturas,30755000,50643000,18256.3
2012,A,1,12,Modoc,MODOC COUNTY,39754000,98334000,10279.53
2012,A,1,12,Mono,Mammoth Lakes,128249000,146774000,17775.7
2012,A,1,12,Mono,MONO COUNTY,165548000,233248000,16207.9
2012,A,1,12,Monterey,Carmel,169527000,181169000,48144.83
2012,A,1,12,Monterey,Del Rey Oaks,26251000,28360000,17271.61
2012,A,1,12,Monterey,Gonzales,22535000,59277000,7168.58
2012,A,1,12,Monterey,Greenfield,51062000,75595000,4578.74
2012,A,1,12,Monterey,King City,71587000,117355000,9007.9
2012,A,1,12,Monterey,Marina,167146000,179832000,8993.39
2012,A,1,12,Monterey,Monterey,536176000,695704000,24444.97
2012,A,1,12,Monterey,MONTEREY COUNTY,3927095000,5637445000,13401.17
2012,A,1,12,Monterey,Pacific Grove,110934000,125549000,8249.49
2012,A,1,12,Monterey,Salinas,1604048000,2089040000,13707.52
2012,A,1,12,Monterey,Sand City,188007000,211527000,627676.55
2012,A,1,12,Monterey,Seaside,415467000,467336000,14093.36
2012,A,1,12,Monterey,Soledad,55234000,61189000,2331.98
2012,A,1,12,Napa,American Canyon,166297000,193553000,9770.96
2012,A,1,12,Napa,Calistoga,54114000,78461000,15088.65
2012,A,1,12,Napa,Napa,968384000,1140469000,14658.04
2012,A,1,12,Napa,NAPA COUNTY,1612489000,2718679000,19664.23
2012,A,1,12,Napa,St. Helena,131264000,198199000,33736.0
2012,A,1,12,Napa,Yountville,74080000,89267000,29765.58
2012,A,1,12,Nevada,Grass Valley,365810000,430459000,34060.68
2012,A,1,12,Nevada,Nevada City,47409000,76269000,24908.22
2012,A,1,12,Nevada,NEVADA COUNTY,762019000,1105485000,11375.4
2012,A,1,12,Nevada,Truckee,202811000,250574000,15741.55
2012,A,1,12,Orange,Aliso Viejo,346071000,407934000,8327.22
2012,A,1,12,Orange,Anaheim,3162872000,5548091000,16137.88
2012,A,1,12,Orange,Brea,1166290000,1635639000,39959.9
2012,A,1,12,Orange,Buena Park,1847009000,2217943000,27227.38
2012,A,1,12,Orange,Costa Mesa,3435720000,4058400000,36642.37
2012,A,1,12,Orange,Cypress,694225000,1019521000,21119.9
2012,A,1,12,Orange,Dana Point,287180000,407753000,12111.35
2012,A,1,12,Orange,Fountain Valley,849570000,976496000,17496.79
2012,A,1,12,Orange,Fullerton,1286167000,1670833000,12153.19
2012,A,1,12,Orange,Garden Grove,1499207000,1771891000,10263.02
2012,A,1,12,Orange,Huntington Beach,2411563000,3020719000,15690.09
2012,A,1,12,Orange,Irvine,2912317000,4518099000,20194.51
2012,A,1,12,Orange,La Habra,689103000,802546000,13184.37
2012,A,1,12,Orange,La Palma,419816000,484516000,30860.89
2012,A,1,12,Orange,Laguna Beach,300124000,396858000,17280.24
2012,A,1,12,Orange,Laguna Hills,395224000,473278000,15457.5
2012,A,1,12,Orange,Laguna Niguel,869294000,981885000,15416.38
2012,A,1,12,Orange,Laguna Woods,75243000,81372000,4981.75
2012,A,1,12,Orange,Lake Forest,828457000,1172051000,15019.36
2012,A,1,12,Orange,Los Alamitos,158535000,231750000,20052.78
2012,A,1,12,Orange,Mission Viejo,1218596000,1445932000,15350.24
2012,A,1,12,Orange,Newport Beach,1911365000,2566623000,29847.92
2012,A,1,12,Orange,Orange,2018309000,3119329000,22602.19
2012,A,1,12,Orange,ORANGE COUNTY,38372456000,55230612000,18074.07
2012,A,1,12,Orange,Placentia,309329000,472843000,9256.18
2012,A,1,12,Orange,Rancho Santa Margarita,431529000,525714000,10889.3
2012,A,1,12,Orange,San Clemente,535666000,632268000,9847.18
2012,A,1,12,Orange,San Juan Capistrano,572045000,663369000,18941.49
2012,A,1,12,Orange,Santa Ana,2518026000,3492395000,10656.28
2012,A,1,12,Orange,Seal Beach,300050000,477065000,19588.77
2012,A,1,12,Orange,Stanton,261097000,321040000,8339.13
2012,A,1,12,Orange,Tustin,1633046000,1901061000,24828.72
2012,A,1,12,Orange,Villa Park,13797000,15223000,2594.68
2012,A,1,12,Orange,Westminster,1127643000,1242341000,13700.72
2012,A,1,12,Orange,Yorba Linda,410887000,508199000,7726.08
2012,A,1,12,Placer,Auburn,397131000,445963000,33112.78
2012,A,1,12,Placer,Colfax,47730000,61312000,31012.64
2012,A,1,12,Placer,Lincoln,213306000,252809000,5802.09
2012,A,1,12,Placer,Loomis,48610000,69794000,10737.53
2012,A,1,12,Placer,PLACER COUNTY,5613981000,7065597000,19884.71
2012,A,1,12,Placer,Rocklin,530150000,699656000,12001.98
2012,A,1,12,Placer,Roseville,3332827000,3772583000,30907.61
2012,A,1,12,Plumas,PLUMAS COUNTY,106108000,196860000,9983.77
2012,A,1,12,Plumas,Portola,10239000,15776000,7695.6
2012,A,1,12,Riverside,Banning,146600000,165579000,5525.74
2012,A,1,12,Riverside,Beaumont,307002000,334876000,8619.49
2012,A,1,12,Riverside,Blythe,134873000,169341000,8301.02
2012,A,1,12,Riverside,Calimesa,56365000,60894000,7613.65
2012,A,1,12,Riverside,Canyon Lake,14189000,15611000,1460.47
2012,A,1,12,Riverside,Cathedral City,560758000,648817000,12488.77
2012,A,1,12,Riverside,Coachella,227022000,302053000,7208.21
2012,A,1,12,Riverside,Corona,1773853000,2855833000,18481.96
2012,A,1,12,Riverside,Desert Hot Springs,118941000,128734000,4657.86
2012,A,1,12,Riverside,Eastvale,272304000,490881000,8828.47
2012,A,1,12,Riverside,Hemet,763242000,859861000,10736.31
2012,A,1,12,Riverside,Indian Wells,35087000,87861000,17450.04
2012,A,1,12,Riverside,Indio,606582000,724256000,9277.6
2012,A,1,12,Riverside,Jurupa Valley,505475000,726309000,7529.95
2012,A,1,12,Riverside,La Quinta,638047000,710127000,18650.74
2012,A,1,12,Riverside,Lake Elsinore,604846000,665409000,12549.2
2012,A,1,12,Riverside,Menifee,410227000,449121000,5572.98
2012,A,1,12,Riverside,Moreno Valley,1185877000,1275922000,6493.4
2012,A,1,12,Riverside,Murrieta,914765000,1035828000,9866.43
2012,A,1,12,Riverside,Norco,364646000,429119000,15862.15
2012,A,1,12,Riverside,Palm Desert,1242899000,1470982000,29734.22
2012,A,1,12,Riverside,Palm Springs,728329000,955731000,21107.59
2012,A,1,12,Riverside,Perris,397880000,622840000,8874.89
2012,A,1,12,Riverside,Rancho Mirage,295517000,378753000,21638.08
2012,A,1,12,Riverside,Riverside,3348220000,4238975000,13740.1
2012,A,1,12,Riverside,RIVERSIDE COUNTY,20016668000,28096009000,12612.81
2012,A,1,12,Riverside,San Jacinto,178509000,202402000,4517.59
2012,A,1,12,Riverside,Temecula,1961289000,2535380000,24593.37
2012,A,1,12,Riverside,Wildomar,112408000,122891000,3755.95
2012,A,1,12,Sacramento,Citrus Heights,909388000,969425000,11557.14
2012,A,1,12,Sacramento,Elk Grove,1432329000,1612796000,10342.61
2012,A,1,12,Sacramento,Folsom,1343753000,1453959000,19992.56
2012,A,1,12,Sacramento,Galt,98819000,128854000,5351.96
2012,A,1,12,Sacramento,Isleton,1967000,12587000,15539.5
2012,A,1,12,Sacramento,Rancho Cordova,811506000,1240397000,18767.44
2012,A,1,12,Sacramento,Sacramento,3801126000,5471319000,11617.47
2012,A,1,12,Sacramento,SACRAMENTO COUNTY,13366459000,19089848000,13301.61
2012,A,1,12,San Benito,Hollister,244627000,280951000,7906.76
2012,A,1,12,San Benito,SAN BENITO COUNTY,308777000,530017000,9495.95
2012,A,1,12,San Benito,San Juan Bautista,11190000,11997000,6467.38
2012,A,1,12,San Bernardino,Adelanto,45518000,102129000,3287.48
2012,A,1,12,San Bernardino,Apple Valley,448493000,475795000,6793.86
2012,A,1,12,San Bernardino,Barstow,629086000,662766000,28792.12
2012,A,1,12,San Bernardino,Big Bear Lake,153083000,164328000,32297.16
2012,A,1,12,San Bernardino,Chino,907781000,1581226000,19972.28
2012,A,1,12,San Bernardino,Chino Hills,548812000,614356000,8120.49
2012,A,1,12,San Bernardino,Colton,403344000,533221000,10119.96
2012,A,1,12,San Bernardino,Fontana,1890323000,2484968000,12431.17
2012,A,1,12,San Bernardino,Grand Terrace,38448000,87260000,7177.75
2012,A,1,12,San Bernardino,Hesperia,581185000,727138000,7987.63
2012,A,1,12,San Bernardino,Highland,181774000,195781000,3648.27
2012,A,1,12,San Bernardino,Loma Linda,269687000,350869000,15001.45
2012,A,1,12,San Bernardino,Montclair,833614000,935270000,25166.69
2012,A,1,12,San Bernardino,Needles,30056000,32442000,6628.93
2012,A,1,12,San Bernardino,Ontario,3628744000,5797016000,34893.61
2012,A,1,12,San Bernardino,Rancho Cucamonga,1736078000,2284432000,13477.63
2012,A,1,12,San Bernardino,Redlands,802551000,946919000,13625.12
2012,A,1,12,San Bernardino,Rialto,512518000,878743000,8734.49
2012,A,1,12,San Bernardino,San Bernardino,2049832000,2422215000,11443.13
2012,A,1,12,San Bernardino,SAN BERNARDINO COUNTY,19980937000,29531921000,14308.66
2012,A,1,12,San Bernardino,Twentynine Palms,96284000,108913000,4235.71
2012,A,1,12,San Bernardino,Upland,755379000,907817000,12174.35
2012,A,1,12,San Bernardino,Victorville,1388633000,1528574000,12838.79
2012,A,1,12,San Bernardino,Yucaipa,218575000,246242000,4726.33
2012,A,1,12,San Bernardino,Yucca Valley,249861000,262234000,12537.48
2012,A,1,12,San Diego,Carlsbad,1941876000,2557381000,23751.14
2012,A,1,12,San Diego,Chula Vista,2258846000,2501497000,10030.78
2012,A,1,12,San Diego,Coronado,133249000,230949000,9960.27
2012,A,1,12,San Diego,Del Mar,113816000,148366000,35375.77
2012,A,1,12,San Diego,El Cajon,1459601000,1896865000,18862.64
2012,A,1,12,San Diego,Encinitas,911471000,1020798000,16915.75
2012,A,1,12,San Diego,Escondido,2170967000,2649357000,18138.32
2012,A,1,12,San Diego,Imperial Beach,70183000,73778000,2772.67
2012,A,1,12,San Diego,La Mesa,914239000,982380000,16851.58
2012,A,1,12,San Diego,Lemon Grove,308441000,346546000,13535.36
2012,A,1,12,San Diego,National City,1150724000,1310452000,22223.48
2012,A,1,12,San Diego,Oceanside,1350753000,1630988000,9632.63
2012,A,1,12,San Diego,Poway,721158000,1046831000,21636.78
2012,A,1,12,San Diego,San Diego,15027152000,20544652000,15548.64
2012,A,1,12,San Diego,SAN DIEGO COUNTY,34153236000,47947035000,15253.09
2012,A,1,12,San Diego,San Marcos,1050496000,1305707000,15259.11
2012,A,1,12,San Diego,Santee,618544000,727037000,13305.21
2012,A,1,12,San Diego,Solana Beach,214518000,252494000,19422.61
2012,A,1,12,San Diego,Vista,955273000,1255389000,13209.61
2012,A,1,12,San Francisco,SAN FRANCISCO,10883271000,15953605000,19634.28
2012,A,1,12,San Joaquin,Escalon,48725000,64840000,8998.05
2012,A,1,12,San Joaquin,Lathrop,162171000,221422000,11710.49
2012,A,1,12,San Joaquin,Lodi,665538000,805762000,12825.49
2012,A,1,12,San Joaquin,Manteca,672597000,810831000,11613.99
2012,A,1,12,San Joaquin,Ripon,190636000,239989000,16511.11
2012,A,1,12,San Joaquin,SAN JOAQUIN COUNTY,6124321000,9010930000,12951.39
2012,A,1,12,San Joaquin,Stockton,2500195000,3316162000,11214.35
2012,A,1,12,San Joaquin,Tracy,1030595000,1199306000,14294.46
2012,A,1,12,San Luis Obispo,Arroyo Grande,261764000,284597000,16459.25
2012,A,1,12,San Luis Obispo,Atascadero,253960000,290591000,10204.41
2012,A,1,12,San Luis Obispo,Grover Beach,77227000,95832000,3170.62
2012,A,1,12,San Luis Obispo,Morro Bay,124749000,134984000,10255.58
2012,A,1,12,San Luis Obispo,Paso Robles,564936000,703555000,68479.17
2012,A,1,12,San Luis Obispo,Pismo Beach,208274000,220084000,28675.43
2012,A,1,12,San Luis Obispo,San Luis Obispo,1086480000,1278529000,28218.61
2012,A,1,12,San Luis Obispo,SAN LUIS OBISPO COUNTY,3024601000,5025804000,18512.4
2012,A,1,12,San Mateo,Atherton,3534000,13102000,1902.14
2012,A,1,12,San Mateo,Belmont,185544000,249154000,9537.72
2012,A,1,12,San Mateo,Brisbane,83123000,314044000,72243.84
2012,A,1,12,San Mateo,Burlingame,595829000,833453000,28635.09
2012,A,1,12,San Mateo,Colma,705303000,751921000,420302.4
2012,A,1,12,San Mateo,Daly City,857861000,924908000,9015.31
2012,A,1,12,San Mateo,East Palo Alto,261418000,283831000,9970.52
2012,A,1,12,San Mateo,Foster City,229263000,371803000,12034.4
2012,A,1,12,San Mateo,Half Moon Bay,169820000,203681000,17745.33
2012,A,1,12,San Mateo,Hillsborough,7588000,17067000,1550.69
2012,A,1,12,San Mateo,Menlo Park,388867000,536345000,16496.32
2012,A,1,12,San Mateo,Millbrae,166947000,193370000,8762.06
2012,A,1,12,San Mateo,Pacifica,155244000,164804000,4376.33
2012,A,1,12,San Mateo,Portola Valley,0,44419000,10070.05
2012,A,1,12,San Mateo,Redwood City,1278605000,1696509000,21682.28
2012,A,1,12,San Mateo,San Bruno,629961000,683520000,16101.38
2012,A,1,12,San Mateo,San Carlos,482933000,667790000,23252.55
2012,A,1,12,San Mateo,San Mateo,1322361000,1609879000,16377.53
2012,A,1,12,San Mateo,SAN MATEO COUNTY,9277144000,13906978000,19065.2
2012,A,1,12,San Mateo,South San Francisco,745538000,1157005000,17991.89
2012,A,1,12,San Mateo,Woodside,38193000,46739000,8677.86
2012,A,1,12,Santa Barbara,Buellton,128336000,150770000,31035.4
2012,A,1,12,Santa Barbara,Carpinteria,125623000,164138000,12552.61
2012,A,1,12,Santa Barbara,Goleta,577563000,759307000,25369.42
2012,A,1,12,Santa Barbara,Guadalupe,13991000,23789000,3351.97
2012,A,1,12,Santa Barbara,Lompoc,298441000,335823000,7836.44
2012,A,1,12,Santa Barbara,Santa Barbara,1401960000,1724681000,19360.6
2012,A,1,12,Santa Barbara,SANTA BARBARA COUNTY,4302083000,6051129000,14162.4
2012,A,1,12,Santa Barbara,Santa Maria,1151216000,1546037000,15429.66
2012,A,1,12,Santa Barbara,Solvang,75343000,95877000,18155.08
2012,A,1,12,Santa Clara,Campbell,674188000,833225000,20892.25
2012,A,1,12,Santa Clara,Cupertino,728914000,2238924000,37933.71
2012,A,1,12,Santa Clara,Gilroy,1072867000,1209176000,24107.34
2012,A,1,12,Santa Clara,Los Altos,192009000,209680000,7117.44
2012,A,1,12,Santa Clara,Los Altos Hills,1839000,8002000,996.88
2012,A,1,12,Santa Clara,Los Gatos,425148000,705691000,23638.07
2012,A,1,12,Santa Clara,Milpitas,1204355000,1763290000,26331.12
2012,A,1,12,Santa Clara,Monte Sereno,289000,1303000,386.3
2012,A,1,12,Santa Clara,Morgan Hill,501940000,664539000,16984.15
2012,A,1,12,Santa Clara,Mountain View,970706000,1340658000,17810.13
2012,A,1,12,Santa Clara,Palo Alto,1473995000,2074689000,31653.37
2012,A,1,12,Santa Clara,San Jose,9151795000,13329164000,13721.99
2012,A,1,12,Santa Clara,Santa Clara,1880480000,3740168000,31479.45
2012,A,1,12,Santa Clara,SANTA CLARA COUNTY,21116708000,36220445000,19939.84
2012,A,1,12,Santa Clara,Saratoga,73688000,89880000,2960.18
2012,A,1,12,Santa Clara,Sunnyvale,1563691000,2761825000,19327.51
2012,A,1,12,Santa Cruz,Capitola,377558000,412244000,41302.87
2012,A,1,12,Santa Cruz,Santa Cruz,692621000,822877000,13281.84
2012,A,1,12,Santa Cruz,SANTA CRUZ COUNTY,2375320000,3056694000,11492.15
2012,A,1,12,Santa Cruz,Scotts Valley,137576000,167876000,14421.09
2012,A,1,12,Santa Cruz,Watsonville,439364000,551398000,10683.73
2012,A,1,12,Shasta,Anderson,171845000,201060000,19721.43
2012,A,1,12,Shasta,Redding,1473662000,1841374000,20414.34
2012,A,1,12,Shasta,SHASTA COUNTY,1915713000,2642280000,14859.04
2012,A,1,12,Shasta,Shasta Lake,21793000,37120000,3683.63
2012,A,1,12,Sierra,Loyalton,2583000,3252000,4376.85
2012,A,1,12,Sierra,SIERRA COUNTY,9547000,24903000,7900.69
2012,A,1,12,Siskiyou,Dorris,1821000,2280000,2456.89
2012,A,1,12,Siskiyou,Dunsmuir,6227000,6835000,4200.98
2012,A,1,12,Siskiyou,Etna,4504000,5296000,7254.79
2012,A,1,12,Siskiyou,Fort Jones,8117000,9206000,12390.3
2012,A,1,12,Siskiyou,Montague,3594000,3776000,2651.68
2012,A,1,12,Siskiyou,Mount Shasta,56173000,74345000,22166.07
2012,A,1,12,Siskiyou,SISKIYOU COUNTY,360729000,520670000,11664.01
2012,A,1,12,Siskiyou,Tulelake,1791000,11615000,11638.27
2012,A,1,12,Siskiyou,Weed,88517000,89182000,30139.23
2012,A,1,12,Siskiyou,Yreka,124584000,141612000,18272.51
2012,A,1,12,Solano,Benicia,184433000,552805000,20535.86
2012,A,1,12,Solano,Dixon,232980000,430140000,23528.06
2012,A,1,12,Solano,Fairfield,1122369000,1526410000,14348.79
2012,A,1,12,Solano,Rio Vista,56369000,82427000,11111.75
2012,A,1,12,Solano,SOLANO COUNTY,4110380000,6037959000,14591.98
2012,A,1,12,Solano,Suisun,95217000,98273000,3512.5
2012,A,1,12,Solano,Vacaville,1281730000,1457286000,15824.24
2012,A,1,12,Solano,Vallejo,937514000,1069917000,9229.15
2012,A,1,12,Sonoma,Cloverdale,50542000,56198000,6512.68
2012,A,1,12,Sonoma,Cotati,135019000,152594000,20972.23
2012,A,1,12,Sonoma,Healdsburg,229853000,312594000,27319.87
2012,A,1,12,Sonoma,Petaluma,724772000,921574000,15844.13
2012,A,1,12,Sonoma,Rohnert Park,514132000,589371000,14429.09
2012,A,1,12,Sonoma,Santa Rosa,2274177000,2744427000,16254.5
2012,A,1,12,Sonoma,Sebastopol,117438000,133792000,18067.79
2012,A,1,12,Sonoma,Sonoma,197354000,227606000,21341.39
2012,A,1,12,Sonoma,SONOMA COUNTY,5228062000,7382997000,15159.81
2012,A,1,12,Sonoma,Windsor,217334000,318521000,11795.76
2012,A,1,12,Stanislaus,Ceres,344766000,473310000,10322.1
2012,A,1,12,Stanislaus,Hughson,10927000,44481000,6542.28
2012,A,1,12,Stanislaus,Modesto,1952716000,2614619000,12874.5
2012,A,1,12,Stanislaus,Newman,24456000,39967000,3782.24
2012,A,1,12,Stanislaus,Oakdale,212928000,264409000,12622.76
2012,A,1,12,Stanislaus,Patterson,114678000,199533000,9670.1
2012,A,1,12,Stanislaus,Riverbank,207863000,231464000,10097.01
2012,A,1,12,Stanislaus,STANISLAUS COUNTY,4709642000,7178273000,13805.96
2012,A,1,12,Stanislaus,Turlock,820930000,1019562000,14697.44
2012,A,1,12,Stanislaus,Waterford,26335000,37748000,4423.76
2012,A,1,12,Sutter,Live Oak,22517000,27655000,3353.34
2012,A,1,12,Sutter,SUTTER COUNTY,954784000,1366640000,14375.84
2012,A,1,12,Sutter,Yuba City,788825000,958883000,14684.27
2012,A,1,12,Tehama,Corning,256457000,266153000,35084.76
2012,A,1,12,Tehama,Red Bluff,234752000,273423000,19485.67
2012,A,1,12,Tehama,Tehama,0,184000,442.3
2012,A,1,12,Tehama,TEHAMA COUNTY,551604000,747900000,11838.16
2012,A,1,12,Trinity,TRINITY COUNTY,60877000,86669000,6316.06
2012,A,1,12,Tulare,Dinuba,341940000,389248000,17212.7
2012,A,1,12,Tulare,Exeter,53182000,66895000,6418.63
2012,A,1,12,Tulare,Farmersville,45027000,49309000,4555.52
2012,A,1,12,Tulare,Lindsay,56993000,68573000,5592.31
2012,A,1,12,Tulare,Porterville,420035000,482414000,8754.13
2012,A,1,12,Tulare,Tulare,641503000,812978000,13409.5
2012,A,1,12,Tulare,TULARE COUNTY,3622196000,5499361000,12198.03
2012,A,1,12,Tulare,Visalia,1511795000,2281600000,17984.61
2012,A,1,12,Tulare,Woodlake,15256000,32368000,4387.69
2012,A,1,12,Tuolumne,Sonora,210868000,235447000,49174.39
2012,A,1,12,Tuolumne,TUOLUMNE COUNTY,441171000,591458000,10986.69
