CalendarYear,Quarter,QuarterMonthFrom,QuarterMonthTo,County,City,RetailandFoodServicesTaxableTransactions,TotalAllOutletsTaxableTransactions,PerCapita
2010,A,1,12,Alameda,Alameda,374483000,543168000,7356.51
2010,A,1,12,Alameda,ALAMEDA COUNTY,13374283000,21541741000,14273.23
2010,A,1,12,Alameda,Albany,160312000,191439000,10323.5
2010,A,1,12,Alameda,Berkeley,970121000,1270060000,11277.29
2010,A,1,12,Alameda,Dublin,932814000,1121559000,24556.81
2010,A,1,12,Alameda,Emeryville,495967000,640093000,65209.14
2010,A,1,12,Alameda,Fremont,1822853000,2596245000,12151.34
2010,A,1,12,Alameda,Hayward,1308073000,2213002000,15384.73
2010,A,1,12,Alameda,Livermore,854906000,1630560000,20154.0
2010,A,1,12,Alameda,Newark,614274000,752166000,17661.03
2010,A,1,12,Alameda,Oakland,2246454000,3310325000,8471.56
2010,A,1,12,Alameda,Piedmont,10731000,11922000,1117.23
2010,A,1,12,Alameda,Pleasanton,1144898000,1652586000,23539.76
2010,A,1,12,Alameda,San Leandro,1110136000,1633900000,19227.55
2010,A,1,12,Alameda,Union City,410532000,731806000,10523.67
2010,A,1,12,Alpine,ALPINE COUNTY,6410000,22658000,19234.29
2010,A,1,12,Amador,Amador,0,758000,4097.29
2010,A,1,12,Amador,AMADOR COUNTY,259998000,353874000,9309.77
2010,A,1,12,Amador,Ione,6723000,13674000,1734.61
2010,A,1,12,Amador,Jackson,48598000,56272000,12114.53
2010,A,1,12,Amador,Plymouth,8957000,11309000,11263.94
2010,A,1,12,Amador,Sutter Creek,14719000,16849000,6747.69
2010,A,1,12,Butte,Biggs,1291000,1394000,815.68
2010,A,1,12,Butte,BUTTE COUNTY,1773107000,2459719000,11182.21
2010,A,1,12,Butte,Chico,1167418000,1429638000,16603.81
2010,A,1,12,Butte,Gridley,68942000,81660000,12387.74
2010,A,1,12,Butte,Oroville,246847000,288191000,18517.7
2010,A,1,12,Butte,Paradise,128477000,140991000,5383.18
2010,A,1,12,Calaveras,Angels Camp,48811000,53770000,14002.6
2010,A,1,12,Calaveras,CALAVERAS COUNTY,177340000,270553000,5932.91
2010,A,1,12,Colusa,Colusa,63441000,96610000,16201.57
2010,A,1,12,Colusa,COLUSA COUNTY,140961000,342929000,16039.71
2010,A,1,12,Colusa,Williams,44205000,48862000,9550.82
2010,A,1,12,Contra Costa,Antioch,723459000,806543000,7889.49
2010,A,1,12,Contra Costa,Brentwood,412174000,471047000,9165.4
2010,A,1,12,Contra Costa,Clayton,27190000,31319000,2875.14
2010,A,1,12,Contra Costa,Concord,1704604000,2033629000,16667.86
2010,A,1,12,Contra Costa,CONTRA COSTA COUNTY,8716393000,11953846000,11406.9
2010,A,1,12,Contra Costa,Danville,361587000,394783000,9399.14
2010,A,1,12,Contra Costa,El Cerrito,229600000,246574000,10475.57
2010,A,1,12,Contra Costa,Hercules,76796000,114753000,4771.23
2010,A,1,12,Contra Costa,Lafayette,168281000,203198000,8511.98
2010,A,1,12,Contra Costa,Martinez,238421000,407237000,11372.15
2010,A,1,12,Contra Costa,Moraga,72537000,78752000,4918.92
2010,A,1,12,Contra Costa,Oakley,92756000,124283000,3517.87
2010,A,1,12,Contra Costa,Orinda,65502000,76778000,4354.22
2010,A,1,12,Contra Costa,Pinole,248462000,259846000,14135.12
2010,A,1,12,Contra Costa,Pittsburg,398371000,514129000,8148.36
2010,A,1,12,Contra Costa,Pleasant Hill,479317000,559680000,16888.86
2010,A,1,12,Contra Costa,Richmond,855228000,1069512000,10317.39
2010,A,1,12,Contra Costa,San Pablo,125325000,142225000,4880.24
2010,A,1,12,Contra Costa,San Ramon,481381000,663164000,9217.39
2010,A,1,12,Contra Costa,Walnut Creek,1271526000,1508815000,23523.77
2010,A,1,12,Del Norte,Crescent City,74243000,91097000,11912.77
2010,A,1,12,Del Norte,DEL NORTE COUNTY,146562000,204311000,7148.49
2010,A,1,12,El Dorado,EL DORADO COUNTY,1119482000,1561471000,8642.09
2010,A,1,12,El Dorado,Placerville,203092000,246875000,23804.35
2010,A,1,12,El Dorado,South Lake Tahoe,241967000,291072000,13635.9
2010,A,1,12,Fresno,Clovis,1075224000,1201964000,12588.64
2010,A,1,12,Fresno,Coalinga,54892000,72265000,3965.15
2010,A,1,12,Fresno,Firebaugh,24136000,66491000,8879.67
2010,A,1,12,Fresno,Fowler,46768000,88667000,15955.91
2010,A,1,12,Fresno,Fresno,4478073000,5738383000,11611.88
2010,A,1,12,Fresno,FRESNO COUNTY,6973970000,10154265000,10921.4
2010,A,1,12,Fresno,Huron,10044000,12156000,1799.02
2010,A,1,12,Fresno,Kerman,73451000,92070000,6803.36
2010,A,1,12,Fresno,Kingsburg,58565000,79663000,6997.8
2010,A,1,12,Fresno,Mendota,26377000,47659000,4325.16
2010,A,1,12,Fresno,Orange Cove,11369000,13627000,1501.76
2010,A,1,12,Fresno,Parlier,24239000,27968000,1928.69
2010,A,1,12,Fresno,Reedley,99208000,127153000,5277.37
2010,A,1,12,Fresno,San Joaquin,6116000,20731000,5167.24
2010,A,1,12,Fresno,Sanger,125301000,143664000,5920.87
2010,A,1,12,Fresno,Selma,244413000,281741000,12128.84
2010,A,1,12,Glenn,GLENN COUNTY,150133000,277683000,9874.92
2010,A,1,12,Glenn,Orland,59910000,68105000,9346.09
2010,A,1,12,Glenn,Willows,71457000,94462000,15322.3
2010,A,1,12,Humboldt,Arcata,133621000,177820000,10341.37
2010,A,1,12,Humboldt,Blue Lake,564000,1330000,1064.85
2010,A,1,12,Humboldt,Eureka,618396000,745036000,27442.48
2010,A,1,12,Humboldt,Ferndale,9832000,11532000,8423.66
2010,A,1,12,Humboldt,Fortuna,96410000,124011000,10414.09
2010,A,1,12,Humboldt,HUMBOLDT COUNTY,1177739000,1704007000,12683.05
2010,A,1,12,Humboldt,Rio Dell,9076000,12650000,3763.76
2010,A,1,12,Humboldt,Trinidad,8302000,8354000,22825.13
2010,A,1,12,Imperial,Brawley,107311000,166976000,6719.62
2010,A,1,12,Imperial,Calexico,307762000,323116000,8401.13
2010,A,1,12,Imperial,Calipatria,6636000,7311000,933.35
2010,A,1,12,Imperial,El Centro,695377000,821102000,19329.14
2010,A,1,12,Imperial,Holtville,12735000,30277000,5112.63
2010,A,1,12,Imperial,Imperial,79286000,123543000,8395.71
2010,A,1,12,Imperial,IMPERIAL COUNTY,1317759000,1970332000,11307.89
2010,A,1,12,Imperial,Westmorland,0,13175000,5929.34
2010,A,1,12,Inyo,Bishop,133697000,162804000,42046.48
2010,A,1,12,Inyo,INYO COUNTY,214047000,306049000,16520.86
2010,A,1,12,Kern,Arvin,28512000,54550000,2819.85
2010,A,1,12,Kern,Bakersfield,3644874000,4667745000,13450.59
2010,A,1,12,Kern,California City,24173000,25342000,1788.93
2010,A,1,12,Kern,Delano,225840000,298056000,5610.14
2010,A,1,12,Kern,KERN COUNTY,6379778000,11057910000,13210.19
2010,A,1,12,Kern,Maricopa,0,2483000,2146.06
2010,A,1,12,Kern,Mc Farland,16901000,21457000,1678.55
2010,A,1,12,Kern,Ridgecrest,216244000,239821000,8708.09
2010,A,1,12,Kern,Shafter,302045000,621985000,36719.1
2010,A,1,12,Kern,Taft,77665000,135072000,14511.38
2010,A,1,12,Kern,Tehachapi,126053000,135051000,9311.93
2010,A,1,12,Kern,Wasco,77589000,93521000,3657.87
2010,A,1,12,Kings,Avenal,14979000,17966000,1138.89
2010,A,1,12,Kings,Corcoran,37682000,79706000,3209.55
2010,A,1,12,Kings,Hanford,552307000,641474000,12008.12
2010,A,1,12,Kings,KINGS COUNTY,817260000,1188331000,7781.26
2010,A,1,12,Kings,Lemoore,95790000,137092000,5645.82
2010,A,1,12,Lake,Clearlake,106273000,111458000,7319.28
2010,A,1,12,Lake,LAKE COUNTY,334679000,464277000,7189.17
2010,A,1,12,Lake,Lakeport,91619000,103571000,21818.2
2010,A,1,12,Lassen,LASSEN COUNTY,149827000,219489000,6308.24
2010,A,1,12,Lassen,Susanville,107687000,116761000,6488.52
2010,A,1,12,Los Angeles,Agoura Hills,225254000,270243000,13284.97
2010,A,1,12,Los Angeles,Alhambra,932504000,1045618000,12576.89
2010,A,1,12,Los Angeles,Arcadia,680048000,761867000,13507.08
2010,A,1,12,Los Angeles,Artesia,136852000,157543000,9539.96
2010,A,1,12,Los Angeles,Avalon,50880000,55742000,14940.23
2010,A,1,12,Los Angeles,Azusa,291830000,370283000,7981.78
2010,A,1,12,Los Angeles,Baldwin Park,377241000,481299000,6380.14
2010,A,1,12,Los Angeles,Bell,116747000,159123000,4481.95
2010,A,1,12,Los Angeles,Bell Gardens,168271000,187316000,4448.99
2010,A,1,12,Los Angeles,Bellflower,315663000,374737000,4888.49
2010,A,1,12,Los Angeles,Beverly Hills,1613133000,1951465000,57174.05
2010,A,1,12,Los Angeles,Bradbury,148000,189000,181.03
2010,A,1,12,Los Angeles,Burbank,1931854000,2529221000,24461.49
2010,A,1,12,Los Angeles,Calabasas,294352000,513682000,22264.3
2010,A,1,12,Los Angeles,Carson,1008859000,1471240000,16029.89
2010,A,1,12,Los Angeles,Cerritos,1482807000,1785751000,36386.71
2010,A,1,12,Los Angeles,Claremont,205294000,233141000,6671.46
2010,A,1,12,Los Angeles,Commerce,514964000,1156289000,90109.8
2010,A,1,12,Los Angeles,Compton,380417000,539865000,5592.94
2010,A,1,12,Los Angeles,Covina,522388000,580967000,12146.24
2010,A,1,12,Los Angeles,Cudahy,55524000,91914000,3858.2
2010,A,1,12,Los Angeles,Culver City,1189779000,1419154000,36471.79
2010,A,1,12,Los Angeles,Diamond Bar,234320000,286359000,5151.73
2010,A,1,12,Los Angeles,Downey,977927000,1138182000,10175.96
2010,A,1,12,Los Angeles,Duarte,350473000,385511000,18071.11
2010,A,1,12,Los Angeles,El Monte,888269000,1049984000,9246.88
2010,A,1,12,Los Angeles,El Segundo,425708000,1003288000,60206.91
2010,A,1,12,Los Angeles,Gardena,491618000,653665000,11103.15
2010,A,1,12,Los Angeles,Glendale,1894077000,2351761000,12260.05
2010,A,1,12,Los Angeles,Glendora,510667000,567683000,11328.96
2010,A,1,12,Los Angeles,Hawaiian Gardens,49359000,56515000,3962.07
2010,A,1,12,Los Angeles,Hawthorne,837225000,942011000,11169.87
2010,A,1,12,Los Angeles,Hermosa Beach,178352000,193233000,9904.3
2010,A,1,12,Los Angeles,Hidden Hills,440000,954000,513.73
2010,A,1,12,Los Angeles,Huntington Park,391114000,475060000,8168.57
2010,A,1,12,Los Angeles,Industry,1215176000,2433996000,5070825.0
2010,A,1,12,Los Angeles,Inglewood,695685000,899007000,8191.18
2010,A,1,12,Los Angeles,Irwindale,122819000,355446000,249786.36
2010,A,1,12,Los Angeles,La Canada-Flintridge,162965000,183352000,9049.5
2010,A,1,12,Los Angeles,La Habra Heights,501000,2740000,514.16
2010,A,1,12,Los Angeles,La Mirada,541255000,756137000,15570.86
2010,A,1,12,Los Angeles,La Puente,183035000,199517000,5007.32
2010,A,1,12,Los Angeles,La Verne,241192000,314959000,10132.18
2010,A,1,12,Los Angeles,Lakewood,936619000,981977000,12258.31
2010,A,1,12,Los Angeles,Lancaster,998547000,1314095000,8393.76
2010,A,1,12,Los Angeles,Lawndale,177823000,204595000,6238.98
2010,A,1,12,Los Angeles,Lomita,119794000,135674000,6693.0
2010,A,1,12,Los Angeles,Long Beach,3908540000,4927794000,10652.89
2010,A,1,12,Los Angeles,Los Angeles,26581623000,34815457000,9178.61
2010,A,1,12,Los Angeles,LOS ANGELES COUNTY,82175416000,116942334000,11906.01
2010,A,1,12,Los Angeles,Lynwood,232209000,276750000,3963.65
2010,A,1,12,Los Angeles,Malibu,189948000,212880000,16825.79
2010,A,1,12,Los Angeles,Manhattan Beach,591768000,738668000,20995.62
2010,A,1,12,Los Angeles,Maywood,72331000,93386000,3406.88
2010,A,1,12,Los Angeles,Monrovia,542551000,661926000,18077.01
2010,A,1,12,Los Angeles,Montebello,645789000,901798000,14432.0
2010,A,1,12,Los Angeles,Monterey Park,274227000,359214000,5955.53
2010,A,1,12,Los Angeles,Norwalk,644923000,733920000,6949.53
2010,A,1,12,Los Angeles,Palmdale,1165498000,1294151000,8474.34
2010,A,1,12,Los Angeles,Palos Verdes Estates,9689000,17602000,1309.38
2010,A,1,12,Los Angeles,Paramount,335088000,551180000,10186.66
2010,A,1,12,Los Angeles,Pasadena,2178000000,2647017000,19353.92
2010,A,1,12,Los Angeles,Pico Rivera,446866000,617020000,9795.83
2010,A,1,12,Los Angeles,Pomona,683623000,1055354000,7075.03
2010,A,1,12,Los Angeles,Rancho Palos Verdes,115056000,153909000,3693.52
2010,A,1,12,Los Angeles,Redondo Beach,683143000,774538000,11594.18
2010,A,1,12,Los Angeles,Rolling Hills,0,185000,99.4
2010,A,1,12,Los Angeles,Rolling Hills Estates,97061000,108313000,13416.69
2010,A,1,12,Los Angeles,Rosemead,307565000,340797000,6332.51
2010,A,1,12,Los Angeles,San Dimas,339080000,511079000,15305.43
2010,A,1,12,Los Angeles,San Fernando,229419000,282436000,11936.26
2010,A,1,12,Los Angeles,San Gabriel,241981000,294080000,7398.23
2010,A,1,12,Los Angeles,San Marino,26512000,33393000,2538.04
2010,A,1,12,Los Angeles,Santa Clarita,2005679000,2403176000,13626.84
2010,A,1,12,Los Angeles,Santa Fe Springs,458713000,1783685000,110212.86
2010,A,1,12,Los Angeles,Santa Monica,1915351000,2532480000,28269.64
2010,A,1,12,Los Angeles,Sierra Madre,17776000,22197000,2031.76
2010,A,1,12,Los Angeles,Signal Hill,710597000,860872000,78104.88
2010,A,1,12,Los Angeles,South El Monte,200615000,334458000,16614.07
2010,A,1,12,Los Angeles,South Gate,380515000,511257000,5413.44
2010,A,1,12,Los Angeles,South Pasadena,126300000,147688000,5760.06
2010,A,1,12,Los Angeles,Temple City,124458000,140616000,3952.66
2010,A,1,12,Los Angeles,Torrance,2612076000,3348425000,23008.64
2010,A,1,12,Los Angeles,Vernon,57319000,351059000,3134455.35
2010,A,1,12,Los Angeles,Walnut,110181000,147022000,5040.17
2010,A,1,12,Los Angeles,West Covina,977145000,1088803000,10254.41
2010,A,1,12,Los Angeles,West Hollywood,873773000,1022861000,29714.46
2010,A,1,12,Los Angeles,Westlake Village,201557000,248093000,29977.4
2010,A,1,12,Los Angeles,Whittier,550664000,670445000,7850.55
2010,A,1,12,Madera,Chowchilla,66513000,82455000,4330.39
2010,A,1,12,Madera,Madera,330525000,463860000,7576.44
2010,A,1,12,Madera,MADERA COUNTY,772133000,1201908000,7972.9
2010,A,1,12,Marin,Belvedere,877000,5277000,2554.21
2010,A,1,12,Marin,Corte Madera,412433000,492752000,53299.29
2010,A,1,12,Marin,Fairfax,32951000,36899000,4964.21
2010,A,1,12,Marin,Larkspur,139223000,163203000,13698.42
2010,A,1,12,Marin,MARIN COUNTY,2915477000,3834169000,15198.12
2010,A,1,12,Marin,Mill Valley,161453000,187038000,13469.53
2010,A,1,12,Marin,Novato,552748000,647735000,12491.99
2010,A,1,12,Marin,Ross,1782000,2837000,1175.71
2010,A,1,12,Marin,San Anselmo,76651000,88322000,7165.5
2010,A,1,12,Marin,San Rafael,1049919000,1344554000,23315.83
2010,A,1,12,Marin,Sausalito,102657000,125594000,17802.12
2010,A,1,12,Marin,Tiburon,29609000,35452000,3958.9
2010,A,1,12,Mariposa,MARIPOSA COUNTY,64057000,163850000,8964.81
2010,A,1,12,Mendocino,Fort Bragg,113109000,130007000,17887.58
2010,A,1,12,Mendocino,MENDOCINO COUNTY,824006000,1075810000,12251.98
2010,A,1,12,Mendocino,Point Arena,6536000,7106000,15826.28
2010,A,1,12,Mendocino,Ukiah,325169000,360699000,22446.88
2010,A,1,12,Mendocino,Willits,97501000,118171000,24170.79
2010,A,1,12,Merced,Atwater,157955000,193734000,6870.24
2010,A,1,12,Merced,Dos Palos,11476000,32118000,6500.3
2010,A,1,12,Merced,Gustine,12952000,16224000,2944.46
2010,A,1,12,Merced,Livingston,86398000,96461000,7420.07
2010,A,1,12,Merced,Los Banos,230922000,265097000,7382.26
2010,A,1,12,Merced,Merced,715033000,843232000,10697.79
2010,A,1,12,Merced,MERCED COUNTY,1533505000,2134070000,8355.82
2010,A,1,12,Modoc,Alturas,33212000,42021000,14874.69
2010,A,1,12,Modoc,MODOC COUNTY,40899000,75437000,7804.36
2010,A,1,12,Mono,Mammoth Lakes,114652000,151731000,18483.49
2010,A,1,12,Mono,MONO COUNTY,147448000,222128000,15687.0
2010,A,1,12,Monterey,Carmel,148153000,161923000,43574.54
2010,A,1,12,Monterey,Del Rey Oaks,22835000,26600000,16399.5
2010,A,1,12,Monterey,Gonzales,17859000,47915000,5861.16
2010,A,1,12,Monterey,Greenfield,46814000,69726000,4322.21
2010,A,1,12,Monterey,King City,65422000,95086000,7397.38
2010,A,1,12,Monterey,Marina,165955000,177680000,9024.78
2010,A,1,12,Monterey,Monterey,468178000,619157000,21435.98
2010,A,1,12,Monterey,MONTEREY COUNTY,3423370000,4955562000,11938.0
2010,A,1,12,Monterey,Pacific Grove,101035000,116886000,7785.13
2010,A,1,12,Monterey,Salinas,1403860000,1791469000,11926.74
2010,A,1,12,Monterey,Sand City,170620000,194692000,582910.17
2010,A,1,12,Monterey,Seaside,342305000,395268000,11984.35
2010,A,1,12,Monterey,Soledad,43317000,47218000,1851.17
2010,A,1,12,Napa,American Canyon,148377000,170602000,8793.46
2010,A,1,12,Napa,Calistoga,46981000,65441000,12704.52
2010,A,1,12,Napa,Napa,848200000,992329000,12914.56
2010,A,1,12,Napa,NAPA COUNTY,1383036000,2301907000,16886.55
2010,A,1,12,Napa,St. Helena,119131000,181574000,31257.35
2010,A,1,12,Napa,Yountville,60369000,70523000,24069.28
2010,A,1,12,Nevada,Grass Valley,348208000,410657000,31947.79
2010,A,1,12,Nevada,Nevada City,41141000,65724000,21443.39
2010,A,1,12,Nevada,NEVADA COUNTY,702470000,1011819000,10253.32
2010,A,1,12,Nevada,Truckee,185089000,224482000,13889.49
2010,A,1,12,Orange,Aliso Viejo,316960000,356221000,7450.14
2010,A,1,12,Orange,Anaheim,2670147000,4702967000,13990.72
2010,A,1,12,Orange,Brea,1068647000,1469795000,37419.35
2010,A,1,12,Orange,Buena Park,1561429000,1880940000,23370.35
2010,A,1,12,Orange,Costa Mesa,2926759000,3506318000,31888.37
2010,A,1,12,Orange,Cypress,629627000,984522000,20620.42
2010,A,1,12,Orange,Dana Point,263244000,357551000,10725.67
2010,A,1,12,Orange,Fountain Valley,758470000,863521000,15629.05
2010,A,1,12,Orange,Fullerton,1127983000,1470794000,10883.0
2010,A,1,12,Orange,Garden Grove,1256993000,1459914000,8548.85
2010,A,1,12,Orange,Huntington Beach,1723952000,2366485000,12456.69
2010,A,1,12,Orange,Irvine,2408289000,3924599000,18501.26
2010,A,1,12,Orange,La Habra,613071000,714948000,11870.1
2010,A,1,12,Orange,La Palma,198582000,263001000,16904.55
2010,A,1,12,Orange,Laguna Beach,256212000,328989000,14481.42
2010,A,1,12,Orange,Laguna Hills,373050000,462741000,15251.34
2010,A,1,12,Orange,Laguna Niguel,786416000,899366000,14286.3
2010,A,1,12,Orange,Laguna Woods,67803000,72815000,4497.25
2010,A,1,12,Orange,Lake Forest,736855000,1041449000,13480.31
2010,A,1,12,Orange,Los Alamitos,140754000,201418000,17594.16
2010,A,1,12,Orange,Mission Viejo,1095922000,1296304000,13894.38
2010,A,1,12,Orange,Newport Beach,1629225000,2211287000,25960.16
2010,A,1,12,Orange,Orange,1690521000,2595060000,19045.47
2010,A,1,12,Orange,ORANGE COUNTY,32552107000,47667179000,15842.29
2010,A,1,12,Orange,Placentia,266939000,402979000,7975.2
2010,A,1,12,Orange,Rancho Santa Margarita,353076000,437044000,9133.81
2010,A,1,12,Orange,San Clemente,461725000,560073000,8820.88
2010,A,1,12,Orange,San Juan Capistrano,443153000,506064000,14640.09
2010,A,1,12,Orange,Santa Ana,2235903000,3178264000,9794.85
2010,A,1,12,Orange,Seal Beach,275733000,373445000,15457.8
2010,A,1,12,Orange,Stanton,220158000,272830000,7147.76
2010,A,1,12,Orange,Tustin,1378857000,1627981000,21566.08
2010,A,1,12,Orange,Villa Park,10613000,11679000,2009.8
2010,A,1,12,Orange,Westminster,1032567000,1130310000,12604.23
2010,A,1,12,Orange,Yorba Linda,397167000,476118000,7432.25
2010,A,1,12,Placer,Auburn,273154000,316072000,23764.81
2010,A,1,12,Placer,Colfax,36044000,46832000,23930.5
2010,A,1,12,Placer,Lincoln,179018000,224817000,5273.3
2010,A,1,12,Placer,Loomis,37491000,69416000,10819.2
2010,A,1,12,Placer,PLACER COUNTY,4678785000,6017542000,17334.97
2010,A,1,12,Placer,Rocklin,425678000,553047000,9747.55
2010,A,1,12,Placer,Roseville,2814546000,3251045000,27496.93
2010,A,1,12,Plumas,PLUMAS COUNTY,104835000,178782000,8919.03
2010,A,1,12,Plumas,Portola,10903000,14954000,7090.56
2010,A,1,12,Riverside,Banning,133218000,146742000,4973.12
2010,A,1,12,Riverside,Beaumont,266841000,292339000,8010.16
2010,A,1,12,Riverside,Blythe,122611000,135094000,6472.18
2010,A,1,12,Riverside,Calimesa,45792000,51057000,6501.59
2010,A,1,12,Riverside,Canyon Lake,9872000,14010000,1330.73
2010,A,1,12,Riverside,Cathedral City,482281000,559069000,10954.19
2010,A,1,12,Riverside,Coachella,197136000,259829000,6421.23
2010,A,1,12,Riverside,Corona,1536310000,2454989000,16166.77
2010,A,1,12,Riverside,Desert Hot Springs,82806000,89328000,3455.36
2010,A,1,12,Riverside,Hemet,698678000,772608000,9862.87
2010,A,1,12,Riverside,Indian Wells,30061000,74996000,15178.3
2010,A,1,12,Riverside,Indio,481228000,582332000,7751.81
2010,A,1,12,Riverside,La Quinta,563456000,633545000,16981.93
2010,A,1,12,Riverside,Lake Elsinore,546623000,599836000,11659.75
2010,A,1,12,Riverside,Menifee,330547000,370469000,4794.66
2010,A,1,12,Riverside,Moreno Valley,994464000,1067546000,5541.26
2010,A,1,12,Riverside,Murrieta,782940000,903640000,8765.96
2010,A,1,12,Riverside,Norco,301681000,354729000,13106.07
2010,A,1,12,Riverside,Palm Desert,1091059000,1266834000,26319.99
2010,A,1,12,Riverside,Palm Springs,610488000,806540000,18171.45
2010,A,1,12,Riverside,Perris,337392000,516944000,7615.66
2010,A,1,12,Riverside,Rancho Mirage,279730000,355204000,20689.88
2010,A,1,12,Riverside,Riverside,2889292000,3692302000,12193.3
2010,A,1,12,Riverside,RIVERSIDE COUNTY,16919500000,23152780000,10622.04
2010,A,1,12,Riverside,San Jacinto,158283000,182110000,4134.82
2010,A,1,12,Riverside,Temecula,1626792000,2180304000,21888.18
2010,A,1,12,Riverside,Wildomar,96827000,104184000,3255.13
2010,A,1,12,Sacramento,Citrus Heights,853960000,914885000,10987.36
2010,A,1,12,Sacramento,Elk Grove,1182881000,1336535000,8739.8
2010,A,1,12,Sacramento,Folsom,1146226000,1293811000,17919.57
2010,A,1,12,Sacramento,Galt,90583000,122280000,5172.37
2010,A,1,12,Sacramento,Isleton,1994000,9374000,11659.2
2010,A,1,12,Sacramento,Rancho Cordova,619057000,924225000,14304.01
2010,A,1,12,Sacramento,Sacramento,3456380000,4947448000,10610.48
2010,A,1,12,Sacramento,SACRAMENTO COUNTY,11615687000,16904528000,11927.62
2010,A,1,12,San Benito,Hollister,207213000,249704000,7149.72
2010,A,1,12,San Benito,SAN BENITO COUNTY,257233000,449872000,8139.23
2010,A,1,12,San Benito,San Juan Bautista,9750000,10726000,5757.38
2010,A,1,12,San Bernardino,Adelanto,38223000,96761000,3035.63
2010,A,1,12,San Bernardino,Apple Valley,420451000,445654000,6449.4
2010,A,1,12,San Bernardino,Barstow,536145000,576390000,25706.44
2010,A,1,12,San Bernardino,Big Bear Lake,140117000,151962000,30289.41
2010,A,1,12,San Bernardino,Chino,782207000,1336520000,17139.48
2010,A,1,12,San Bernardino,Chino Hills,491419000,550838000,7377.65
2010,A,1,12,San Bernardino,Colton,354886000,501452000,9624.24
2010,A,1,12,San Bernardino,Fontana,1547871000,1994725000,10205.65
2010,A,1,12,San Bernardino,Grand Terrace,35019000,74987000,6231.26
2010,A,1,12,San Bernardino,Hesperia,451557000,558919000,6200.63
2010,A,1,12,San Bernardino,Highland,149044000,161183000,3036.6
2010,A,1,12,San Bernardino,Loma Linda,232400000,306192000,13171.24
2010,A,1,12,San Bernardino,Montclair,758400000,857780000,23421.25
2010,A,1,12,San Bernardino,Needles,30552000,33481000,6918.99
2010,A,1,12,San Bernardino,Ontario,3098722000,4846138000,29586.78
2010,A,1,12,San Bernardino,Rancho Cucamonga,1504740000,1962697000,11887.85
2010,A,1,12,San Bernardino,Redlands,694952000,810008000,11789.99
2010,A,1,12,San Bernardino,Rialto,569782000,848970000,8567.49
2010,A,1,12,San Bernardino,San Bernardino,1757939000,2091723000,9963.95
2010,A,1,12,San Bernardino,SAN BERNARDINO COUNTY,17308880000,24687862000,12142.72
2010,A,1,12,San Bernardino,Twentynine Palms,88659000,99725000,3984.69
2010,A,1,12,San Bernardino,Upland,692099000,839076000,11384.55
2010,A,1,12,San Bernardino,Victorville,1210187000,1352900000,11693.67
2010,A,1,12,San Bernardino,Yucaipa,191529000,214185000,4171.81
2010,A,1,12,San Bernardino,Yucca Valley,228831000,242798000,11737.31
2010,A,1,12,San Diego,Carlsbad,1623453000,2191041000,20781.55
2010,A,1,12,San Diego,Chula Vista,2070662000,2303400000,9429.76
2010,A,1,12,San Diego,Coronado,115422000,204458000,8854.06
2010,A,1,12,San Diego,Del Mar,99635000,128720000,30882.91
2010,A,1,12,San Diego,El Cajon,1268494000,1664720000,16699.97
2010,A,1,12,San Diego,Encinitas,793460000,886134000,14861.03
2010,A,1,12,San Diego,Escondido,1728265000,2132167000,14793.87
2010,A,1,12,San Diego,Imperial Beach,64779000,68976000,2615.99
2010,A,1,12,San Diego,La Mesa,848040000,910535000,15922.89
2010,A,1,12,San Diego,Lemon Grove,276146000,310032000,12220.41
2010,A,1,12,San Diego,National City,958855000,1129833000,19247.9
2010,A,1,12,San Diego,Oceanside,1215730000,1442389000,8624.61
2010,A,1,12,San Diego,Poway,654328000,893047000,18642.81
2010,A,1,12,San Diego,San Diego,13062313000,17878932000,13736.8
2010,A,1,12,San Diego,SAN DIEGO COUNTY,29475489000,41623636000,13463.55
2010,A,1,12,San Diego,San Marcos,911067000,1152121000,13732.07
2010,A,1,12,San Diego,Santee,565354000,675791000,12642.0
2010,A,1,12,San Diego,Solana Beach,192660000,241650000,18738.36
2010,A,1,12,San Diego,Vista,817409000,1075510000,11439.16
2010,A,1,12,San Francisco,SAN FRANCISCO,8971759000,13443121000,16699.75
2010,A,1,12,San Joaquin,Escalon,40483000,53364000,7484.43
2010,A,1,12,San Joaquin,Lathrop,154839000,198512000,11067.17
2010,A,1,12,San Joaquin,Lodi,531811000,745216000,12001.22
2010,A,1,12,San Joaquin,Manteca,600902000,729432000,10927.98
2010,A,1,12,San Joaquin,Ripon,135776000,154352000,10821.84
2010,A,1,12,San Joaquin,SAN JOAQUIN COUNTY,5213982000,7602090000,11113.24
2010,A,1,12,San Joaquin,Stockton,2248782000,2867407000,9841.22
2010,A,1,12,San Joaquin,Tracy,829188000,928740000,11210.16
2010,A,1,12,San Luis Obispo,Arroyo Grande,231841000,255395000,14811.51
2010,A,1,12,San Luis Obispo,Atascadero,222361000,253351000,8958.66
2010,A,1,12,San Luis Obispo,Grover Beach,68315000,85740000,2881.14
2010,A,1,12,San Luis Obispo,Morro Bay,110204000,119777000,9116.83
2010,A,1,12,San Luis Obispo,Paso Robles,512809000,613616000,60052.45
2010,A,1,12,San Luis Obispo,Pismo Beach,180209000,190624000,24924.68
