Year,Balance Of State Total,State Total,Alameda,Albany,Berkeley,Dublin,Emeryville,Fremont,Hayward,Livermore,Newark,Oakland,Piedmont,Pleasanton,San Leandro,Union City,Amador,Ione,Jackson,Plymouth,Sutter Creek,Biggs,Chico,Gridley,Oroville,Paradise,Angels City,Colusa,Williams,Antioch,Brentwood,Clayton,Concord,Danville,El Cerrito,Hercules,Lafayette,Martinez,Moraga,Oakley,Orinda,Pinole,Pittsburg,Pleasant Hill,Richmond,San Pablo,San Ramon,Walnut Creek,Crescent City,Placerville,South Lake Tahoe,Clovis,Coalinga,Firebaugh,Fowler,Fresno,Huron,Kerman,Kingsburg,Mendota,Orange Cove,Parlier,Reedley,Sanger,San Joaquin,Selma,Orland,Willows,Arcata,Blue Lake,Eureka,Ferndale,Fortuna,Rio Dell,Trinidad,Brawley,Calexico,Calipatria,El Centro,Holtville,Imperial,Westmorland,Bishop,Arvin,Bakersfield,California City,Delano,Maricopa,Mcfarland,Ridgecrest,Shafter,Taft,Tehachapi,Wasco,Avenal,Corcoran,Hanford,Lemoore,Clearlake,Lakeport,Susanville,Agoura Hills,Alhambra,Arcadia,Artesia,Avalon,Azusa,Baldwin Park,Bell,Bellflower,Bell Gardens,Beverly Hills,Bradbury,Burbank,Calabasas,Carson,Cerritos,Claremont,Commerce,Compton,Covina,Cudahy,Culver City,Diamond Bar,Downey,Duarte,El Monte,El Segundo,Gardena,Glendale,Glendora,Hawaiian Gardens,Hawthorne,Hermosa Beach,Hidden Hills,Huntington Park,Industry,Inglewood,Irwindale,La Canada Flintridge,La Habra Heights,Lakewood,La Mirada,Lancaster,La Puente,La Verne,Lawndale,Lomita,Long Beach,Los Angeles,Lynwood,Malibu,Manhattan Beach,Maywood,Monrovia,Montebello,Monterey Park,Norwalk,Palmdale,Palos Verdes Estates,Paramount,Pasadena,Pico Rivera,Pomona,Rancho Palos Verdes,Redondo Beach,Rolling Hills,Rolling Hills Estates,Rosemead,San Dimas,San Fernando,San Gabriel,San Marino,Santa Clarita,Santa Fe Springs,Santa Monica,Sierra Madre,Signal Hill,South El Monte,South Gate,South Pasadena,Temple City,Torrance,Vernon,Walnut,West Covina,West Hollywood,Westlake Village,Whittier,Chowchilla,Madera,Belvedere,Corte Madera,Fairfax,Larkspur,Mill Valley,Novato,Ross,San Anselmo,San Rafael,Sausalito,Tiburon,Fort Bragg,Point Arena,Ukiah,Willits,Atwater,Dos Palos,Gustine,Livingston,Los Banos,Merced,Alturas,Mammoth Lakes,Carmel-By-The-Sea,Del Rey Oaks,Gonzales,Greenfield,King City,Marina,Monterey,Pacific Grove,Salinas,Sand City,Seaside,Soledad,American Canyon,Calistoga,Napa,St Helena,Yountville,Grass Valley,Nevada City,Truckee,Anaheim,Brea,Buena Park,Costa Mesa,Cypress,Dana Point,Fountain Valley,Fullerton,Garden Grove,Huntington Beach,Irvine,Laguna Beach,Laguna Hills,Laguna Niguel,Laguna Woods,La Habra,Lake Forest,La Palma,Los Alamitos,Mission Viejo,Newport Beach,Orange,Placentia,Rancho Santa Margarita,San Clemente,San Juan Capistrano,Santa Ana,Seal Beach,Stanton,Tustin,Villa Park,Westminster,Yorba Linda,Auburn,Colfax,Lincoln,Loomis,Rocklin,Roseville,Portola,Banning,Beaumont,Blythe,Calimesa,Canyon Lake,Cathedral City,Coachella,Corona,Desert Hot Springs,Hemet,Indian Wells,Indio,Lake Elsinore,La Quinta,Moreno Valley,Murrieta,Norco,Palm Desert,Palm Springs,Perris,Rancho Mirage,Riverside,San Jacinto,Temecula,Citrus Heights,Folsom,Galt,Isleton,Sacramento,Hollister,San Juan Bautista,Adelanto,Apple Valley,Barstow,Big Bear Lake,Chino,Chino Hills,Colton,Fontana,Grand Terrace,Hesperia,Highland,Loma Linda,Montclair,Needles,Ontario,Rancho Cucamonga,Redlands,Rialto,San Bernardino,Twentynine Palms,Upland,Victorville,Yucaipa,Yucca Valley,Carlsbad,Chula Vista,Coronado,Del Mar,El Cajon,Encinitas,Escondido,Imperial Beach,La Mesa,Lemon Grove,National City,Oceanside,Poway,San Diego,San Marcos,Santee,Solana Beach,Vista,San Francisco,Escalon,Lathrop,Lodi,Manteca,Ripon,Stockton,Tracy,Arroyo Grande,Atascadero,El Paso De Robles,Grover Beach,Morro Bay,Pismo Beach,San Luis Obispo,Atherton,Belmont,Brisbane,Burlingame,Colma,Daly City,East Palo Alto,Foster City,Half Moon Bay,Hillsborough,Menlo Park,Millbrae,Pacifica,Portola Valley,Redwood City,San Bruno,San Carlos,San Mateo,South San Francisco,Woodside,Buellton,Carpinteria,Guadalupe,Lompoc,Santa Barbara,Santa Maria,Solvang,Campbell,Cupertino,Gilroy,Los Altos,Los Altos Hills,Los Gatos,Milpitas,Monte Sereno,Morgan Hill,Mountain View,Palo Alto,San Jose,Santa Clara,Saratoga,Sunnyvale,Capitola,Santa Cruz,Scotts Valley,Watsonville,Anderson,Redding,Shasta Lake,Loyalton,Dorris,Dunsmuir,Etna,Fort Jones,Montague,Mount Shasta,Tulelake,Weed,Yreka,Benicia,Dixon,Fairfield,Rio Vista,Suisun City,Vacaville,Vallejo,Cloverdale,Cotati,Healdsburg,Petaluma,Rohnert Park,Santa Rosa,Sebastopol,Sonoma,Windsor,Ceres,Hughson,Modesto,Newman,Oakdale,Patterson,Riverbank,Turlock,Waterford,Live Oak,Yuba City,Corning,Red Bluff,Tehama,Dinuba,Exeter,Farmersville,Lindsay,Porterville,Tulare,Visalia,Woodlake,Sonora,Camarillo,Fillmore,Moorpark,Ojai,Oxnard,Port Hueneme,San Buenaventura,Santa Paula,Simi Valley,Thousand Oaks,Davis,West Sacramento,Winters,Woodland,Marysville,Wheatland
1991,6201182.0,30143555.0,74577.0,16273.0,102098.0,23099.0,5815.0,173749.0,116033.0,57678.0,37715.0,375382.0,10589.0,51226.0,68467.0,54389.0,202.0,7127.0,3605.0,827.0,1877.0,1640.0,41210.0,4684.0,12144.0,25599.0,2644.0,4968.0,2434.0,64157.0,7965.0,7750.0,111950.0,31986.0,22799.0,17470.0,23255.0,31776.0,15824.0,,16550.0,17855.0,48507.0,31305.0,87765.0,25852.0,35436.0,60333.0,4352.0,8359.0,21810.0,52039.0,8312.0,4698.0,3523.0,366209.0,4824.0,5637.0,7380.0,7006.0,5614.0,7988.0,16232.0,17301.0,2340.0,15136.0,5179.0,6030.0,15328.0,1251.0,27100.0,1320.0,8894.0,3048.0,359.0,19553.0,19289.0,2696.0,32812.0,4897.0,4303.0,1429.0,3438.0,9414.0,180651.0,7134.0,23500.0,1204.0,7297.0,28494.0,9734.0,5928.0,6306.0,12645.0,9726.0,14308.0,31485.0,14014.0,12099.0,4507.0,7366.0,20368.0,82639.0,48191.0,15460.0,2938.0,41239.0,69409.0,34773.0,62389.0,42744.0,31799.0,819.0,94389.0,,83065.0,52492.0,31968.0,11975.0,90405.0,43013.0,22716.0,38214.0,53103.0,91968.0,20642.0,107476.0,15066.0,51777.0,181754.0,47383.0,13667.0,72775.0,18061.0,1751.0,57141.0,695.0,110403.0,1080.0,19162.0,6103.0,73095.0,41699.0,99150.0,37306.0,30656.0,27467.0,19270.0,436904.0,3506088.0,62514.0,,31784.0,28265.0,35507.0,59357.0,60164.0,94563.0,77243.0,13259.0,49318.0,130843.0,59086.0,133213.0,41027.0,59686.0,1826.0,7703.0,51845.0,32745.0,23090.0,37191.0,12751.0,119103.0,15399.0,85394.0,10659.0,8326.0,21032.0,87409.0,23796.0,31065.0,131995.0,81.0,28878.0,96407.0,35736.0,7460.0,78304.0,6328.0,30157.0,2128.0,8293.0,6998.0,11139.0,13024.0,47084.0,2161.0,11744.0,49560.0,7141.0,7605.0,6132.0,404.0,14797.0,5035.0,22665.0,4183.0,3962.0,7731.0,15692.0,57104.0,3226.0,5022.0,4223.0,1643.0,4862.0,7853.0,7849.0,26929.0,31815.0,16006.0,111184.0,199.0,39812.0,13821.0,,4496.0,62722.0,4957.0,3288.0,9215.0,2839.0,,272709.0,32585.0,69312.0,96865.0,42074.0,32031.0,53044.0,114654.0,144354.0,180609.0,111268.0,23139.0,,47763.0,,51372.0,,15234.0,11680.0,72706.0,66264.0,111814.0,40751.0,,41775.0,26714.0,299494.0,24644.0,30811.0,51070.0,6166.0,78498.0,53108.0,10957.0,1337.0,7503.0,5752.0,21404.0,47067.0,2199.0,21855.0,9996.0,8439.0,6764.0,10292.0,32195.0,17393.0,80913.0,12405.0,37613.0,2722.0,38217.0,19075.0,12788.0,125788.0,,23218.0,23880.0,40402.0,24241.0,10040.0,227496.0,17492.0,27416.0,,33112.0,9550.0,845.0,373014.0,20133.0,1554.0,7123.0,48451.0,21708.0,5345.0,60444.0,,41432.0,92231.0,12512.0,53217.0,35726.0,18949.0,28981.0,5250.0,136383.0,105127.0,63135.0,75787.0,172649.0,11978.0,64114.0,44483.0,34461.0,,63746.0,138022.0,26789.0,4824.0,88891.0,55405.0,110627.0,26355.0,52644.0,24086.0,55411.0,132965.0,43966.0,1120037.0,40275.0,52512.0,12854.0,73961.0,724593.0,4685.0,7018.0,52351.0,41415.0,7866.0,213359.0,35871.0,14440.0,23103.0,19873.0,11659.0,9676.0,7643.0,42125.0,7008.0,24024.0,2922.0,26592.0,1132.0,93153.0,23932.0,27912.0,9520.0,10588.0,28517.0,20296.0,37422.0,4125.0,66617.0,38734.0,26228.0,85674.0,54371.0,5009.0,,13789.0,5440.0,38343.0,85963.0,62939.0,4802.0,35904.0,39693.0,31686.0,26441.0,7440.0,27183.0,51619.0,3274.0,24674.0,67342.0,55479.0,785660.0,93433.0,27773.0,118959.0,10123.0,49962.0,8941.0,32115.0,8371.0,69305.0,,914.0,895.0,2129.0,824.0,654.0,1410.0,3494.0,1014.0,3081.0,6985.0,25301.0,11008.0,80587.0,3385.0,23300.0,74695.0,111486.0,5048.0,5861.0,9552.0,43235.0,36899.0,115442.0,7139.0,8219.0,,27616.0,3336.0,169333.0,4683.0,12346.0,8976.0,9548.0,43832.0,5070.0,4543.0,28728.0,6036.0,12535.0,397.0,13040.0,7382.0,6343.0,8500.0,30231.0,34146.0,79474.0,5727.0,4158.0,53025.0,12054.0,25854.0,7565.0,143869.0,20097.0,92630.0,25442.0,100083.0,104763.0,47055.0,29407.0,4743.0,40835.0,12362.0,1732.0
1992,6100236.0,30722998.0,76890.0,16382.0,102616.0,24384.0,5917.0,175976.0,119862.0,59027.0,38220.0,376131.0,10676.0,51977.0,69690.0,55200.0,201.0,7102.0,3724.0,855.0,1927.0,1650.0,44082.0,4774.0,12173.0,25768.0,2731.0,5026.0,2702.0,66914.0,8512.0,7828.0,112906.0,32803.0,22694.0,17914.0,23210.0,31888.0,16041.0,,16728.0,17970.0,49347.0,31298.0,91116.0,26738.0,35623.0,61258.0,8022.0,8497.0,22280.0,54309.0,8963.0,4819.0,3661.0,379823.0,4998.0,6126.0,7536.0,7227.0,5731.0,8251.0,17183.0,17764.0,2611.0,15728.0,5435.0,6102.0,15658.0,1252.0,27365.0,1354.0,9065.0,3070.0,352.0,20470.0,20351.0,2898.0,35085.0,5151.0,4453.0,1553.0,3468.0,9638.0,188375.0,7790.0,25198.0,1196.0,7430.0,28678.0,10461.0,6449.0,6409.0,17044.0,11404.0,14042.0,33078.0,14510.0,12289.0,4564.0,11747.0,20491.0,83177.0,48539.0,15609.0,2950.0,41531.0,70241.0,35083.0,63688.0,42987.0,31945.0,808.0,95620.0,17801.0,83684.0,52238.0,32180.0,12154.0,90803.0,43172.0,22871.0,38167.0,53179.0,93324.0,20679.0,108852.0,15165.0,52511.0,183606.0,47794.0,14143.0,74110.0,18234.0,1808.0,57598.0,697.0,110846.0,1109.0,19299.0,6148.0,73467.0,42441.0,102938.0,37634.0,30657.0,28232.0,19368.0,441527.0,3551146.0,63239.0,11977.0,32054.0,28169.0,35762.0,59779.0,60462.0,95516.0,83066.0,13264.0,50861.0,131238.0,59456.0,136614.0,41083.0,60204.0,1819.0,7712.0,52064.0,32735.0,23281.0,37551.0,12738.0,122292.0,15487.0,85093.0,10600.0,8438.0,21007.0,88429.0,23888.0,31236.0,132083.0,80.0,29082.0,96879.0,35751.0,7518.0,78732.0,6588.0,32504.0,2128.0,8297.0,7056.0,11675.0,13028.0,47408.0,2176.0,11830.0,50787.0,7112.0,7726.0,6259.0,412.0,14878.0,5042.0,23081.0,4285.0,4050.0,8860.0,16834.0,58664.0,3242.0,5298.0,4247.0,1658.0,5408.0,8356.0,8410.0,26361.0,31934.0,16100.0,114736.0,204.0,40395.0,13717.0,8341.0,4559.0,64039.0,5008.0,3299.0,9264.0,2852.0,,279679.0,32906.0,70221.0,97960.0,43343.0,32325.0,52987.0,115889.0,147731.0,181396.0,113406.0,23420.0,23826.0,50287.0,,52198.0,56603.0,15246.0,11923.0,73552.0,66229.0,113286.0,40771.0,,42655.0,27407.0,305471.0,24527.0,31592.0,53840.0,6124.0,79415.0,53783.0,11316.0,1380.0,7871.0,5885.0,22835.0,50664.0,2227.0,22204.0,10272.0,11722.0,6924.0,10434.0,34245.0,18007.0,86850.0,13360.0,49027.0,2892.0,40355.0,21605.0,14403.0,129968.0,24334.0,23275.0,25035.0,41123.0,27556.0,10527.0,233555.0,20093.0,31622.0,,35837.0,11125.0,836.0,380586.0,21314.0,1570.0,8433.0,50278.0,21531.0,5415.0,60319.0,43814.0,42017.0,98982.0,12644.0,55704.0,36995.0,19347.0,29698.0,5296.0,139516.0,110329.0,63611.0,78486.0,176814.0,12841.0,65240.0,48084.0,35544.0,16481.0,64758.0,141108.0,26574.0,4788.0,89821.0,55612.0,113452.0,26631.0,53060.0,24400.0,58322.0,137675.0,44871.0,1132597.0,42689.0,52650.0,12887.0,76246.0,728487.0,4900.0,7063.0,52634.0,41800.0,8097.0,219795.0,38006.0,14496.0,23484.0,20364.0,11892.0,9791.0,7670.0,42645.0,7055.0,24267.0,2924.0,26722.0,1116.0,95100.0,24789.0,27990.0,9855.0,10600.0,28723.0,20423.0,37626.0,4141.0,67437.0,38848.0,26392.0,86306.0,54902.0,5022.0,,13904.0,5501.0,39121.0,86666.0,64970.0,4841.0,35927.0,40614.0,32044.0,26530.0,7488.0,27342.0,53833.0,3256.0,25045.0,67754.0,55724.0,796540.0,94583.0,27728.0,120079.0,10096.0,50301.0,9242.0,33093.0,8553.0,72091.0,,900.0,915.0,2167.0,833.0,662.0,1433.0,3536.0,1047.0,3128.0,7074.0,25783.0,11536.0,84176.0,3517.0,23200.0,77097.0,114256.0,5269.0,6015.0,9637.0,44339.0,38162.0,119557.0,7148.0,8326.0,,28678.0,3430.0,173456.0,4963.0,13098.0,9304.0,10917.0,45651.0,5522.0,4842.0,30180.0,6222.0,12727.0,397.0,13583.0,7654.0,6717.0,8781.0,31611.0,36420.0,81941.0,6062.0,4250.0,53946.0,12426.0,26321.0,7644.0,147560.0,19584.0,93356.0,25944.0,100844.0,105257.0,48876.0,30054.0,4936.0,41895.0,12574.0,1844.0
1993,6153440.0,31150786.0,77142.0,16742.0,101980.0,24493.0,6007.0,179760.0,123002.0,60811.0,38413.0,377678.0,10734.0,53048.0,71182.0,55932.0,198.0,7185.0,3787.0,864.0,2001.0,1643.0,45973.0,4801.0,12255.0,25885.0,2734.0,5053.0,2910.0,70185.0,9227.0,8096.0,113496.0,33907.0,22905.0,18318.0,23266.0,34186.0,16155.0,,16857.0,18023.0,50275.0,31327.0,92288.0,26716.0,38014.0,61423.0,8292.0,8644.0,22485.0,56538.0,9394.0,4897.0,3719.0,389144.0,5488.0,6445.0,7702.0,7321.0,5684.0,8362.0,18061.0,17958.0,2655.0,16713.0,5531.0,6213.0,15844.0,1252.0,27387.0,1369.0,9252.0,3055.0,355.0,20863.0,21605.0,6696.0,35304.0,5328.0,5231.0,1660.0,3486.0,10279.0,195698.0,8371.0,26413.0,1205.0,7581.0,28852.0,11066.0,6463.0,6522.0,17421.0,11999.0,14588.0,34333.0,15024.0,12452.0,4617.0,12432.0,20533.0,83097.0,48968.0,15707.0,2951.0,41945.0,70975.0,35329.0,64694.0,43370.0,32020.0,816.0,95662.0,18292.0,84105.0,51995.0,32198.0,12065.0,90307.0,43652.0,22857.0,38271.0,53617.0,95002.0,20713.0,109438.0,15337.0,53054.0,186090.0,47979.0,14213.0,75015.0,18324.0,1791.0,57582.0,709.0,111291.0,1115.0,19379.0,6141.0,74160.0,42759.0,104560.0,38647.0,30542.0,28574.0,19367.0,439451.0,3578266.0,63413.0,12265.0,32261.0,28085.0,35797.0,59802.0,60164.0,96339.0,88187.0,13297.0,51593.0,131793.0,59750.0,137958.0,41055.0,61225.0,1847.0,7678.0,51952.0,32866.0,23268.0,37521.0,12716.0,123898.0,15420.0,85289.0,10554.0,8687.0,20844.0,88901.0,23869.0,31604.0,132776.0,81.0,29458.0,97750.0,35895.0,7584.0,79312.0,6681.0,33862.0,2121.0,8306.0,7086.0,11726.0,13060.0,47617.0,2203.0,11892.0,51582.0,7157.0,7842.0,6299.0,416.0,15049.0,5035.0,23302.0,4323.0,4139.0,9590.0,18138.0,59621.0,3268.0,5599.0,4242.0,1661.0,5603.0,8880.0,8757.0,26146.0,30870.0,16093.0,116686.0,211.0,39217.0,14361.0,8674.0,4643.0,65251.0,5210.0,3342.0,9372.0,2874.0,,287054.0,33166.0,71055.0,100534.0,43755.0,32773.0,53132.0,117604.0,149849.0,182054.0,115993.0,23554.0,24145.0,52734.0,,53121.0,57076.0,15154.0,11945.0,81549.0,66176.0,114844.0,41601.0,,43534.0,27955.0,310667.0,24731.0,32459.0,56835.0,6103.0,80492.0,54766.0,11453.0,1388.0,7972.0,5988.0,23522.0,54254.0,2255.0,22367.0,10360.0,12482.0,6987.0,10357.0,34981.0,19017.0,90985.0,14206.0,50044.0,2985.0,41420.0,21986.0,15084.0,131548.0,27901.0,23454.0,26978.0,41543.0,29456.0,10773.0,236452.0,21106.0,34137.0,,37396.0,13043.0,847.0,384009.0,22684.0,1591.0,10676.0,50838.0,21582.0,5339.0,60998.0,46949.0,42628.0,102647.0,12552.0,57266.0,37893.0,19855.0,30176.0,5359.0,141264.0,112049.0,63703.0,80483.0,180024.0,13035.0,65693.0,53042.0,36333.0,16405.0,65511.0,144471.0,23093.0,4741.0,90282.0,56040.0,116042.0,26928.0,54193.0,24478.0,55950.0,140813.0,45466.0,1141304.0,44317.0,52647.0,12898.0,78679.0,736629.0,4936.0,7434.0,52526.0,42658.0,8176.0,221862.0,40455.0,14562.0,23784.0,20747.0,12064.0,9889.0,7734.0,42911.0,7078.0,24428.0,2916.0,27017.0,1116.0,96360.0,25287.0,28233.0,10137.0,10661.0,29076.0,20626.0,37765.0,4184.0,68167.0,39248.0,26618.0,87232.0,55187.0,5084.0,3381.0,13781.0,5558.0,39210.0,86518.0,66770.0,4841.0,36204.0,41035.0,32861.0,26713.0,7570.0,27557.0,55762.0,3277.0,25638.0,68216.0,56291.0,810679.0,95697.0,27874.0,121383.0,10030.0,50649.0,9364.0,34196.0,8640.0,74570.0,,912.0,901.0,2153.0,831.0,653.0,1443.0,3561.0,1051.0,3141.0,7261.0,25971.0,11846.0,85332.0,3578.0,23499.0,79192.0,115382.0,5378.0,6229.0,9698.0,45028.0,38766.0,122669.0,7155.0,8388.0,16541.0,29795.0,3536.0,176173.0,5385.0,13554.0,9406.0,12277.0,47041.0,5982.0,4976.0,31385.0,6228.0,12760.0,409.0,14046.0,7948.0,6945.0,9028.0,32908.0,38008.0,83480.0,6131.0,4329.0,53704.0,12744.0,26851.0,7654.0,150292.0,19789.0,94256.0,26789.0,101123.0,106755.0,50124.0,30382.0,4989.0,42251.0,12494.0,1933.0
1994,6179754.0,31418940.0,78515.0,16679.0,101252.0,24501.0,6190.0,180500.0,124768.0,61680.0,38787.0,378644.0,10701.0,53871.0,71683.0,56653.0,199.0,7166.0,3863.0,890.0,2058.0,1642.0,47185.0,4892.0,12386.0,26127.0,2775.0,5141.0,3095.0,73291.0,9888.0,8239.0,114663.0,34821.0,22940.0,18547.0,23372.0,34536.0,16109.0,,16894.0,18172.0,50815.0,31430.0,93008.0,27055.0,38535.0,61704.0,8381.0,8743.0,22729.0,59140.0,9614.0,5038.0,3812.0,395649.0,5714.0,6634.0,7999.0,7534.0,5971.0,8811.0,18393.0,18095.0,2718.0,17178.0,5653.0,6186.0,15763.0,1227.0,27089.0,1329.0,9439.0,3067.0,345.0,21321.0,23227.0,7093.0,35833.0,5484.0,5771.0,1704.0,3546.0,10764.0,201614.0,8438.0,30853.0,1193.0,7654.0,28468.0,11287.0,6457.0,6562.0,17731.0,12651.0,14664.0,35698.0,15434.0,12506.0,4665.0,12461.0,20403.0,83610.0,49433.0,15802.0,3042.0,42337.0,71567.0,35308.0,65589.0,43083.0,32096.0,810.0,96363.0,18717.0,84930.0,51563.0,32409.0,12119.0,89918.0,44034.0,23134.0,37979.0,53449.0,96723.0,20709.0,109306.0,15361.0,53232.0,188849.0,48206.0,14088.0,75788.0,18309.0,1781.0,57713.0,716.0,110446.0,1148.0,19395.0,6053.0,74674.0,43051.0,110864.0,38942.0,30315.0,29056.0,19292.0,438132.0,3572831.0,64463.0,11717.0,32221.0,27974.0,35998.0,59663.0,60333.0,97192.0,96009.0,13134.0,52210.0,130973.0,59921.0,139268.0,40788.0,61067.0,1839.0,7595.0,52371.0,33007.0,23275.0,38008.0,12658.0,128569.0,15521.0,85142.0,10518.0,8827.0,20855.0,89307.0,23677.0,31679.0,133190.0,81.0,29664.0,98891.0,35869.0,7558.0,79685.0,6854.0,35504.0,2120.0,8394.0,7077.0,11700.0,13194.0,47814.0,2195.0,11849.0,52448.0,7137.0,8017.0,6340.0,417.0,15047.0,5011.0,23624.0,4359.0,4187.0,9990.0,19379.0,60373.0,3243.0,5856.0,4144.0,1645.0,5867.0,9323.0,9111.0,19509.0,31098.0,15831.0,120885.0,218.0,32179.0,14888.0,8942.0,4757.0,65976.0,5453.0,3316.0,9423.0,2868.0,11143.0,292740.0,33437.0,71997.0,101628.0,44356.0,33197.0,53420.0,118796.0,152076.0,182555.0,118517.0,22994.0,24290.0,54176.0,,54033.0,57052.0,15024.0,11839.0,82658.0,65736.0,115989.0,42027.0,,44172.0,28366.0,313454.0,24283.0,32877.0,58865.0,6022.0,80557.0,54936.0,11738.0,1399.0,8146.0,6132.0,25183.0,56649.0,2235.0,22495.0,10640.0,12427.0,7008.0,10246.0,35754.0,19291.0,93232.0,14554.0,50319.0,3086.0,42525.0,23106.0,15913.0,132821.0,30286.0,23718.0,28108.0,41465.0,31113.0,10995.0,238112.0,22555.0,36953.0,,38553.0,14124.0,836.0,386258.0,23965.0,1583.0,12708.0,51149.0,21397.0,5326.0,61706.0,48495.0,44192.0,104747.0,12336.0,57393.0,38671.0,19685.0,30240.0,5360.0,143097.0,112927.0,63269.0,81199.0,180092.0,14544.0,65725.0,55672.0,36714.0,16327.0,65470.0,146148.0,25885.0,4623.0,90336.0,55645.0,117453.0,26742.0,54126.0,24368.0,54520.0,143412.0,45510.0,1139569.0,45490.0,52067.0,12726.0,80005.0,742795.0,5047.0,8410.0,52460.0,43252.0,8306.0,223396.0,42111.0,14572.0,24033.0,20988.0,12303.0,9946.0,7773.0,43208.0,7064.0,24720.0,2897.0,27080.0,1129.0,97504.0,25888.0,28020.0,10330.0,10632.0,29158.0,20703.0,37667.0,4235.0,68626.0,39281.0,26714.0,88078.0,55668.0,5062.0,3404.0,13819.0,5598.0,39483.0,86546.0,68357.0,4962.0,36325.0,41372.0,33500.0,26838.0,7615.0,27896.0,56700.0,3349.0,26202.0,68676.0,56696.0,820296.0,96259.0,28013.0,123088.0,9964.0,50846.0,9575.0,35190.0,8705.0,75932.0,8967.0,911.0,898.0,2141.0,839.0,646.0,1485.0,3564.0,1051.0,3182.0,7285.0,26053.0,12484.0,85897.0,3528.0,24127.0,80316.0,115742.0,5484.0,6243.0,9786.0,46492.0,39128.0,124351.0,7262.0,8461.0,17841.0,30382.0,3634.0,177613.0,5820.0,14266.0,9636.0,13011.0,48181.0,6227.0,5282.0,33395.0,6305.0,12760.0,416.0,14254.0,8124.0,7186.0,9204.0,33928.0,39090.0,85146.0,6180.0,4369.0,53401.0,12899.0,27462.0,7677.0,153403.0,21008.0,94810.0,27038.0,101599.0,107338.0,51071.0,30255.0,5108.0,42831.0,12506.0,1998.0
